SESU_ID,canonical_loss_event_year,cell,signed_distance_km,side,loss_fraction_2001_2012,gain_fraction_2000_2012,overlap_fraction_2000_2012,forest_eligible_2000,landscape_group,park_side,in_5km,in_10km,in_20km,canonical_loss_crossed_25pct_by_2012,any_native_gain,any_native_overlap,gain_fraction_ge_10pct,gain_fraction_ge_25pct,gain_fraction_ge_50pct,governance_profile_at_loss
1,2001,456,135.369859375,outside,0.346049457788467,0.00304919108748436,0.00304919108748436,TRUE,Depression,outside,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Neither actor dominant
1,2001,460,133.6899375,outside,0.408922582864761,0.00304913963191211,0.00304913963191211,TRUE,Depression,outside,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Neither actor dominant
1,2001,1357,131.887265625,outside,0.274424344301224,0.0365884490311146,0.0182942245155573,TRUE,Depression,outside,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Neither actor dominant
1,2001,24978,48.466484375,outside,0.451305896043778,0.0351591445505619,0.0290683936327696,TRUE,Depression,outside,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Neither actor dominant
1,2001,79130,98.1529453125,outside,0.575368821620941,0,0,TRUE,Depression,outside,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Neither actor dominant
1,2001,79193,67.195609375,outside,0.552734732627869,0,0,TRUE,Depression,outside,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Neither actor dominant
1,2001,83198,75.236296875,outside,0.293660968542099,0,0,TRUE,Depression,outside,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Neither actor dominant
1,2001,83199,74.74121875,outside,0.480659663677216,0,0,TRUE,Depression,outside,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Neither actor dominant
1,2001,84083,79.5691484375,outside,0.403258711099625,0,0,TRUE,Depression,outside,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Neither actor dominant
1,2001,85164,2.5,outside,0.615479707717896,0,0,TRUE,Depression,outside,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Neither actor dominant
1,2001,93969,52.73755859375,outside,0.490752607584,0,0,TRUE,Depression,outside,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Neither actor dominant
1,2001,95762,50.08991796875,outside,0.36297944188118,0,0,TRUE,Depression,outside,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Neither actor dominant
1,2001,95763,49.59082421875,outside,0.351522237062454,0,0,TRUE,Depression,outside,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Neither actor dominant
1,2001,107355,55.69784375,outside,0.519822239875794,0.00608047330752015,0.00608047330752015,TRUE,Depression,outside,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Neither actor dominant
1,2001,115830,55.70008984375,outside,0.464030772447586,0,0,TRUE,Depression,outside,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Neither actor dominant
1,2001,117170,55.21775,outside,0.58054506778717,0,0,TRUE,Depression,outside,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Neither actor dominant
1,2001,165874,43.02615625,outside,0.44958907365799,0,0,TRUE,Depression,outside,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Neither actor dominant
1,2001,169892,42.4529140625,outside,0.849261105060577,0,0,TRUE,Depression,outside,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Neither actor dominant
1,2001,169894,41.60829296875,outside,0.617748081684113,0,0,TRUE,Depression,outside,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Neither actor dominant
1,2001,170341,41.3400546875,outside,0.647811591625214,0,0,TRUE,Depression,outside,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Neither actor dominant
1,2001,170345,39.6610625,outside,0.691533029079437,0,0,TRUE,Depression,outside,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Neither actor dominant
1,2001,171684,39.702015625,outside,0.573524951934815,0,0,TRUE,Depression,outside,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Neither actor dominant
1,2001,171685,39.274671875,outside,0.434351325035095,0,0,TRUE,Depression,outside,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Neither actor dominant
1,2001,197582,47.44733984375,outside,0.469746977090836,0.00606658589094877,0.00606658589094877,TRUE,Depression,outside,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Neither actor dominant
1,2002,1155,73.083859375,outside,0.651371479034424,0.00285470811650157,0.00285470811650157,TRUE,Depression,outside,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Neither actor dominant
1,2002,7235,101.0903046875,outside,0.426786184310913,0.00304785906337202,0,TRUE,Depression,outside,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Neither actor dominant
