SESU_ID,landscape_label,year,outcome,outcome_label,side,side_label,n,y,proportion,governance_profile,profile_label,source_file
3,Plateau,2004,tree_cover_loss,Tree-cover loss,interior_facing,Inside,12936,0,0,Militia dominant,Militia-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2005,tree_cover_loss,Tree-cover loss,exterior_facing,Outside,11985,0,0,Militia dominant,Militia-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2005,tree_cover_loss,Tree-cover loss,interior_facing,Inside,12936,0,0,Militia dominant,Militia-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2006,tree_cover_loss,Tree-cover loss,exterior_facing,Outside,11985,7,0.0584063412599082,Militia dominant,Militia-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2006,tree_cover_loss,Tree-cover loss,interior_facing,Inside,12936,0,0,Militia dominant,Militia-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2007,tree_cover_loss,Tree-cover loss,exterior_facing,Outside,11978,6,0.05009183503089,Neither actor dominant,Fragmented control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2007,tree_cover_loss,Tree-cover loss,interior_facing,Inside,12936,1,0.00773036487322202,Neither actor dominant,Fragmented control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2008,tree_cover_loss,Tree-cover loss,exterior_facing,Outside,11972,5,0.0417641162712997,Neither actor dominant,Fragmented control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2008,tree_cover_loss,Tree-cover loss,interior_facing,Inside,12935,0,0,Neither actor dominant,Fragmented control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2009,tree_cover_loss,Tree-cover loss,exterior_facing,Outside,11967,10,0.0835631319461853,Neither actor dominant,Fragmented control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2009,tree_cover_loss,Tree-cover loss,interior_facing,Inside,12935,0,0,Neither actor dominant,Fragmented control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2010,tree_cover_loss,Tree-cover loss,exterior_facing,Outside,11957,3,0.0250899054946893,Neither actor dominant,Fragmented control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2010,tree_cover_loss,Tree-cover loss,interior_facing,Inside,12935,1,0.00773096250483185,Neither actor dominant,Fragmented control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2011,tree_cover_loss,Tree-cover loss,exterior_facing,Outside,11954,1,0.00836540070269366,Park dominant,Park-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2011,tree_cover_loss,Tree-cover loss,interior_facing,Inside,12934,0,0,Park dominant,Park-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2012,tree_cover_loss,Tree-cover loss,exterior_facing,Outside,11953,9,0.0752949050447586,Park dominant,Park-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2012,tree_cover_loss,Tree-cover loss,interior_facing,Inside,12934,2,0.0154631204577084,Park dominant,Park-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2013,tree_cover_loss,Tree-cover loss,exterior_facing,Outside,11944,1,0.00837240455458808,Militia dominant,Militia-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2013,tree_cover_loss,Tree-cover loss,interior_facing,Inside,12932,0,0,Militia dominant,Militia-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2014,tree_cover_loss,Tree-cover loss,exterior_facing,Outside,11943,3,0.0251193167545843,Militia dominant,Militia-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2014,tree_cover_loss,Tree-cover loss,interior_facing,Inside,12932,0,0,Militia dominant,Militia-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2015,tree_cover_loss,Tree-cover loss,exterior_facing,Outside,11940,0,0,Militia dominant,Militia-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2015,tree_cover_loss,Tree-cover loss,interior_facing,Inside,12932,0,0,Militia dominant,Militia-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2016,tree_cover_loss,Tree-cover loss,exterior_facing,Outside,11940,0,0,Park dominant,Park-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2016,tree_cover_loss,Tree-cover loss,interior_facing,Inside,12932,0,0,Park dominant,Park-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2017,tree_cover_loss,Tree-cover loss,exterior_facing,Outside,11940,5,0.0418760469011725,Park dominant,Park-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2017,tree_cover_loss,Tree-cover loss,interior_facing,Inside,12932,0,0,Park dominant,Park-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2018,tree_cover_loss,Tree-cover loss,exterior_facing,Outside,11935,16,0.134059488898199,Park dominant,Park-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2018,tree_cover_loss,Tree-cover loss,interior_facing,Inside,12932,0,0,Park dominant,Park-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2019,tree_cover_loss,Tree-cover loss,exterior_facing,Outside,11919,11,0.0922896216125514,Park dominant,Park-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2019,tree_cover_loss,Tree-cover loss,interior_facing,Inside,12932,0,0,Park dominant,Park-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2020,tree_cover_loss,Tree-cover loss,exterior_facing,Outside,11908,11,0.0923748740342627,Park dominant,Park-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2020,tree_cover_loss,Tree-cover loss,interior_facing,Inside,12932,0,0,Park dominant,Park-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2021,tree_cover_loss,Tree-cover loss,exterior_facing,Outside,11897,13,0.109271244851643,Park dominant,Park-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2021,tree_cover_loss,Tree-cover loss,interior_facing,Inside,12932,0,0,Park dominant,Park-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2022,tree_cover_loss,Tree-cover loss,exterior_facing,Outside,11884,8,0.0673174015483002,Park dominant,Park-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2022,tree_cover_loss,Tree-cover loss,interior_facing,Inside,12932,0,0,Park dominant,Park-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
1,Depression,2001,agriculture,Agricultural expansion,exterior_facing,Outside,10019,4,0.0399241441261603,Neither actor dominant,Fragmented control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
1,Depression,2001,agriculture,Agricultural expansion,interior_facing,Inside,7612,4,0.0525486074619023,Neither actor dominant,Fragmented control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
1,Depression,2002,agriculture,Agricultural expansion,exterior_facing,Outside,10015,13,0.129805292061907,Neither actor dominant,Fragmented control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
1,Depression,2002,agriculture,Agricultural expansion,interior_facing,Inside,7608,6,0.0788643533123028,Neither actor dominant,Fragmented control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
1,Depression,2003,agriculture,Agricultural expansion,exterior_facing,Outside,10002,4,0.0399920015996801,Neither actor dominant,Fragmented control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
1,Depression,2003,agriculture,Agricultural expansion,interior_facing,Inside,7602,4,0.0526177321757432,Neither actor dominant,Fragmented control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
1,Depression,2004,agriculture,Agricultural expansion,exterior_facing,Outside,9998,21,0.21004200840168,Militia dominant,Militia-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
1,Depression,2004,agriculture,Agricultural expansion,interior_facing,Inside,7598,20,0.263227165043432,Militia dominant,Militia-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
1,Depression,2005,agriculture,Agricultural expansion,exterior_facing,Outside,9977,5,0.0501152651097524,Militia dominant,Militia-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
1,Depression,2005,agriculture,Agricultural expansion,interior_facing,Inside,7578,3,0.0395882818685669,Militia dominant,Militia-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
1,Depression,2006,agriculture,Agricultural expansion,exterior_facing,Outside,9972,12,0.120336943441637,Militia dominant,Militia-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
1,Depression,2006,agriculture,Agricultural expansion,interior_facing,Inside,7575,0,0,Militia dominant,Militia-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
1,Depression,2007,agriculture,Agricultural expansion,exterior_facing,Outside,9960,7,0.070281124497992,Neither actor dominant,Fragmented control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
1,Depression,2007,agriculture,Agricultural expansion,interior_facing,Inside,7575,2,0.0264026402640264,Neither actor dominant,Fragmented control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
1,Depression,2008,agriculture,Agricultural expansion,exterior_facing,Outside,9953,3,0.0301416658293982,Neither actor dominant,Fragmented control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
1,Depression,2008,agriculture,Agricultural expansion,interior_facing,Inside,7573,5,0.0660240327479203,Neither actor dominant,Fragmented control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
1,Depression,2009,agriculture,Agricultural expansion,exterior_facing,Outside,9950,7,0.0703517587939699,Neither actor dominant,Fragmented control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
1,Depression,2009,agriculture,Agricultural expansion,interior_facing,Inside,7568,11,0.145348837209302,Neither actor dominant,Fragmented control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
1,Depression,2010,agriculture,Agricultural expansion,exterior_facing,Outside,9943,9,0.0905159408629186,Neither actor dominant,Fragmented control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
1,Depression,2010,agriculture,Agricultural expansion,interior_facing,Inside,7557,19,0.25142252216488,Neither actor dominant,Fragmented control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
1,Depression,2011,agriculture,Agricultural expansion,exterior_facing,Outside,9934,2,0.0201328769881216,Neither actor dominant,Fragmented control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
1,Depression,2011,agriculture,Agricultural expansion,interior_facing,Inside,7538,9,0.11939506500398,Neither actor dominant,Fragmented control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
1,Depression,2012,agriculture,Agricultural expansion,exterior_facing,Outside,9932,3,0.0302053966975433,Neither actor dominant,Fragmented control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
1,Depression,2012,agriculture,Agricultural expansion,interior_facing,Inside,7529,10,0.132819763580821,Neither actor dominant,Fragmented control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
1,Depression,2013,agriculture,Agricultural expansion,exterior_facing,Outside,9929,22,0.221573169503475,Militia dominant,Militia-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
1,Depression,2013,agriculture,Agricultural expansion,interior_facing,Inside,7519,25,0.332491022742386,Militia dominant,Militia-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
1,Depression,2014,agriculture,Agricultural expansion,exterior_facing,Outside,9907,20,0.201877460381548,Militia dominant,Militia-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
1,Depression,2014,agriculture,Agricultural expansion,interior_facing,Inside,7494,26,0.346944222044302,Militia dominant,Militia-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
1,Depression,2015,agriculture,Agricultural expansion,exterior_facing,Outside,9887,8,0.0809143319510468,Militia dominant,Militia-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
1,Depression,2015,agriculture,Agricultural expansion,interior_facing,Inside,7468,14,0.187466523835029,Militia dominant,Militia-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
1,Depression,2016,agriculture,Agricultural expansion,exterior_facing,Outside,9879,10,0.101224820325944,Militia dominant,Militia-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
1,Depression,2016,agriculture,Agricultural expansion,interior_facing,Inside,7454,22,0.295143547088811,Militia dominant,Militia-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
1,Depression,2017,agriculture,Agricultural expansion,exterior_facing,Outside,9869,28,0.283716688620934,Park dominant,Park-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
1,Depression,2017,agriculture,Agricultural expansion,interior_facing,Inside,7432,22,0.296017222820237,Park dominant,Park-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
1,Depression,2018,agriculture,Agricultural expansion,exterior_facing,Outside,9841,20,0.203231378924906,Park dominant,Park-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
1,Depression,2018,agriculture,Agricultural expansion,interior_facing,Inside,7410,22,0.296896086369771,Park dominant,Park-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
1,Depression,2019,agriculture,Agricultural expansion,exterior_facing,Outside,9821,12,0.122187149984727,Park dominant,Park-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
1,Depression,2019,agriculture,Agricultural expansion,interior_facing,Inside,7388,5,0.0676773145641581,Park dominant,Park-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
1,Depression,2020,agriculture,Agricultural expansion,exterior_facing,Outside,9809,14,0.142726067896829,Park dominant,Park-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
1,Depression,2020,agriculture,Agricultural expansion,interior_facing,Inside,7383,7,0.0948124068806718,Park dominant,Park-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
1,Depression,2021,agriculture,Agricultural expansion,exterior_facing,Outside,9795,20,0.204185809086269,Park dominant,Park-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
1,Depression,2021,agriculture,Agricultural expansion,interior_facing,Inside,7376,8,0.108459869848156,Park dominant,Park-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
1,Depression,2022,agriculture,Agricultural expansion,exterior_facing,Outside,9775,17,0.173913043478261,Park dominant,Park-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
1,Depression,2022,agriculture,Agricultural expansion,interior_facing,Inside,7368,10,0.135722041259501,Park dominant,Park-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2001,agriculture,Agricultural expansion,exterior_facing,Outside,11987,0,0,Neither actor dominant,Fragmented control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2001,agriculture,Agricultural expansion,interior_facing,Inside,12936,0,0,Neither actor dominant,Fragmented control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2002,agriculture,Agricultural expansion,exterior_facing,Outside,11987,0,0,Neither actor dominant,Fragmented control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2002,agriculture,Agricultural expansion,interior_facing,Inside,12936,0,0,Neither actor dominant,Fragmented control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2003,agriculture,Agricultural expansion,exterior_facing,Outside,11987,0,0,Neither actor dominant,Fragmented control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2003,agriculture,Agricultural expansion,interior_facing,Inside,12936,0,0,Neither actor dominant,Fragmented control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2004,agriculture,Agricultural expansion,exterior_facing,Outside,11987,0,0,Militia dominant,Militia-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2004,agriculture,Agricultural expansion,interior_facing,Inside,12936,0,0,Militia dominant,Militia-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2005,agriculture,Agricultural expansion,exterior_facing,Outside,11987,0,0,Militia dominant,Militia-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2005,agriculture,Agricultural expansion,interior_facing,Inside,12936,0,0,Militia dominant,Militia-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2006,agriculture,Agricultural expansion,exterior_facing,Outside,11987,0,0,Militia dominant,Militia-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2006,agriculture,Agricultural expansion,interior_facing,Inside,12936,0,0,Militia dominant,Militia-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2007,agriculture,Agricultural expansion,exterior_facing,Outside,11987,0,0,Neither actor dominant,Fragmented control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2007,agriculture,Agricultural expansion,interior_facing,Inside,12936,0,0,Neither actor dominant,Fragmented control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2008,agriculture,Agricultural expansion,exterior_facing,Outside,11987,0,0,Neither actor dominant,Fragmented control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2008,agriculture,Agricultural expansion,interior_facing,Inside,12936,0,0,Neither actor dominant,Fragmented control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2009,agriculture,Agricultural expansion,exterior_facing,Outside,11987,0,0,Neither actor dominant,Fragmented control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2009,agriculture,Agricultural expansion,interior_facing,Inside,12936,0,0,Neither actor dominant,Fragmented control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2010,agriculture,Agricultural expansion,exterior_facing,Outside,11987,0,0,Neither actor dominant,Fragmented control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2010,agriculture,Agricultural expansion,interior_facing,Inside,12936,0,0,Neither actor dominant,Fragmented control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2011,agriculture,Agricultural expansion,exterior_facing,Outside,11987,1,0.0083423709018103,Park dominant,Park-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2011,agriculture,Agricultural expansion,interior_facing,Inside,12936,0,0,Park dominant,Park-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2012,agriculture,Agricultural expansion,exterior_facing,Outside,11986,0,0,Park dominant,Park-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2012,agriculture,Agricultural expansion,interior_facing,Inside,12936,0,0,Park dominant,Park-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2013,agriculture,Agricultural expansion,exterior_facing,Outside,11986,0,0,Militia dominant,Militia-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2013,agriculture,Agricultural expansion,interior_facing,Inside,12936,0,0,Militia dominant,Militia-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2014,agriculture,Agricultural expansion,exterior_facing,Outside,11986,0,0,Militia dominant,Militia-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2014,agriculture,Agricultural expansion,interior_facing,Inside,12936,0,0,Militia dominant,Militia-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2015,agriculture,Agricultural expansion,exterior_facing,Outside,11986,0,0,Militia dominant,Militia-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2015,agriculture,Agricultural expansion,interior_facing,Inside,12936,0,0,Militia dominant,Militia-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2016,agriculture,Agricultural expansion,exterior_facing,Outside,11986,0,0,Park dominant,Park-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2016,agriculture,Agricultural expansion,interior_facing,Inside,12936,0,0,Park dominant,Park-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2017,agriculture,Agricultural expansion,exterior_facing,Outside,11986,2,0.0166861338227933,Park dominant,Park-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2017,agriculture,Agricultural expansion,interior_facing,Inside,12936,0,0,Park dominant,Park-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2018,agriculture,Agricultural expansion,exterior_facing,Outside,11984,0,0,Park dominant,Park-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2018,agriculture,Agricultural expansion,interior_facing,Inside,12936,0,0,Park dominant,Park-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2019,agriculture,Agricultural expansion,exterior_facing,Outside,11984,0,0,Park dominant,Park-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2019,agriculture,Agricultural expansion,interior_facing,Inside,12936,0,0,Park dominant,Park-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2020,agriculture,Agricultural expansion,exterior_facing,Outside,11984,0,0,Park dominant,Park-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2020,agriculture,Agricultural expansion,interior_facing,Inside,12936,0,0,Park dominant,Park-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2021,agriculture,Agricultural expansion,exterior_facing,Outside,11984,0,0,Park dominant,Park-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2021,agriculture,Agricultural expansion,interior_facing,Inside,12936,0,0,Park dominant,Park-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2022,agriculture,Agricultural expansion,exterior_facing,Outside,11984,0,0,Park dominant,Park-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
3,Plateau,2022,agriculture,Agricultural expansion,interior_facing,Inside,12936,0,0,Park dominant,Park-centred control,analysis_spatial_falsification_revised_dev/tables/boundary_surface_summary.csv
