analysis_type,outcome,threshold,spatial_domain,boundary_id,boundary_center_km,boundary_family,analysis_set,profile,estimate,standard_error,lower_interval,upper_interval,fit_validity,source_file,outcome_label,profile_label,actual_boundary,primary_spaced_outer,accepted
revised spatial pseudo-boundary falsification,agriculture,tau025,all_valid_outer,outer_c+025,25,outer_pseudo,all_valid_outer,Park dominant,-0.868049961376977,0.339978706938474,-1.53439598248688,-0.201703940267071,accepted two-stage estimate,analysis_spatial_falsification_revised_dev/tables/sparse_boundary_profile_estimates.csv,Agricultural expansion,Park-centred control,FALSE,FALSE,TRUE
revised spatial pseudo-boundary falsification,tree_cover_loss,tau025,all_valid_outer,outer_c+030,30,outer_pseudo,all_valid_outer,Neither actor dominant,-0.232391977445619,0.319853553671033,-0.859293422967992,0.394509468076754,accepted two-stage estimate,analysis_spatial_falsification_revised_dev/tables/sparse_boundary_profile_estimates.csv,Tree-cover loss,Fragmented control,FALSE,FALSE,TRUE
revised spatial pseudo-boundary falsification,tree_cover_loss,tau025,all_valid_outer,outer_c+030,30,outer_pseudo,all_valid_outer,Militia dominant,-0.426979458645128,0.170833345930591,-0.761806664027559,-0.0921522532626974,accepted two-stage estimate,analysis_spatial_falsification_revised_dev/tables/sparse_boundary_profile_estimates.csv,Tree-cover loss,Militia-centred control,FALSE,FALSE,TRUE
revised spatial pseudo-boundary falsification,tree_cover_loss,tau025,all_valid_outer,outer_c+030,30,outer_pseudo,all_valid_outer,Park dominant,-0.0809828152868294,0.108658214637462,-0.293949002600678,0.131983372027019,accepted two-stage estimate,analysis_spatial_falsification_revised_dev/tables/sparse_boundary_profile_estimates.csv,Tree-cover loss,Park-centred control,FALSE,FALSE,TRUE
revised spatial pseudo-boundary falsification,agriculture,tau025,all_valid_outer,outer_c+030,30,outer_pseudo,all_valid_outer,Neither actor dominant,-0.91281995342817,0.185757218667627,-1.27689741188505,-0.54874249497129,accepted two-stage estimate,analysis_spatial_falsification_revised_dev/tables/sparse_boundary_profile_estimates.csv,Agricultural expansion,Fragmented control,FALSE,FALSE,TRUE
revised spatial pseudo-boundary falsification,agriculture,tau025,all_valid_outer,outer_c+030,30,outer_pseudo,all_valid_outer,Militia dominant,-1.26170870212758,0.165273018243791,-1.58563786550164,-0.937779538753517,accepted two-stage estimate,analysis_spatial_falsification_revised_dev/tables/sparse_boundary_profile_estimates.csv,Agricultural expansion,Militia-centred control,FALSE,FALSE,TRUE
revised spatial pseudo-boundary falsification,agriculture,tau025,all_valid_outer,outer_c+030,30,outer_pseudo,all_valid_outer,Park dominant,-0.453206326708814,0.199334840447198,-0.84389543484936,-0.0625172185682679,accepted two-stage estimate,analysis_spatial_falsification_revised_dev/tables/sparse_boundary_profile_estimates.csv,Agricultural expansion,Park-centred control,FALSE,FALSE,TRUE
revised spatial pseudo-boundary falsification,tree_cover_loss,tau025,all_valid_outer,outer_c+035,35,outer_pseudo,all_valid_outer,Neither actor dominant,-0.193720970503132,0.168307738955165,-0.523598077174625,0.136156136168361,accepted two-stage estimate,analysis_spatial_falsification_revised_dev/tables/sparse_boundary_profile_estimates.csv,Tree-cover loss,Fragmented control,FALSE,FALSE,TRUE
revised spatial pseudo-boundary falsification,tree_cover_loss,tau025,all_valid_outer,outer_c+035,35,outer_pseudo,all_valid_outer,Militia dominant,-0.145545588250249,0.215729145076715,-0.568366943016227,0.277275766515729,accepted two-stage estimate,analysis_spatial_falsification_revised_dev/tables/sparse_boundary_profile_estimates.csv,Tree-cover loss,Militia-centred control,FALSE,FALSE,TRUE
revised spatial pseudo-boundary falsification,tree_cover_loss,tau025,all_valid_outer,outer_c+035,35,outer_pseudo,all_valid_outer,Park dominant,0.546501048943669,0.116786206770214,0.317604289783002,0.775397808104336,accepted two-stage estimate,analysis_spatial_falsification_revised_dev/tables/sparse_boundary_profile_estimates.csv,Tree-cover loss,Park-centred control,FALSE,FALSE,TRUE
revised spatial pseudo-boundary falsification,agriculture,tau025,all_valid_outer,outer_c+035,35,outer_pseudo,all_valid_outer,Neither actor dominant,-0.223476991488311,0.133044083949838,-0.484238604386116,0.0372846214094941,accepted two-stage estimate,analysis_spatial_falsification_revised_dev/tables/sparse_boundary_profile_estimates.csv,Agricultural expansion,Fragmented control,FALSE,FALSE,TRUE
revised spatial pseudo-boundary falsification,agriculture,tau025,all_valid_outer,outer_c+035,35,outer_pseudo,all_valid_outer,Militia dominant,-0.332966306878028,0.121357919980735,-0.570823459278962,-0.0951091544770942,accepted two-stage estimate,analysis_spatial_falsification_revised_dev/tables/sparse_boundary_profile_estimates.csv,Agricultural expansion,Militia-centred control,FALSE,FALSE,TRUE
revised spatial pseudo-boundary falsification,agriculture,tau025,all_valid_outer,outer_c+035,35,outer_pseudo,all_valid_outer,Park dominant,-0.315078357282555,0.0561022851513498,-0.425036815629597,-0.205119898935513,accepted two-stage estimate,analysis_spatial_falsification_revised_dev/tables/sparse_boundary_profile_estimates.csv,Agricultural expansion,Park-centred control,FALSE,FALSE,TRUE
revised spatial pseudo-boundary falsification,tree_cover_loss,tau025,primary_spaced_outer;all_valid_outer,outer_c+040,40,outer_pseudo,primary_spaced_outer;all_valid_outer,Neither actor dominant,0.377689927454386,0.135860403805937,0.111408429069681,0.643971425839092,accepted two-stage estimate,analysis_spatial_falsification_revised_dev/tables/sparse_boundary_profile_estimates.csv,Tree-cover loss,Fragmented control,FALSE,TRUE,TRUE
revised spatial pseudo-boundary falsification,tree_cover_loss,tau025,primary_spaced_outer;all_valid_outer,outer_c+040,40,outer_pseudo,primary_spaced_outer;all_valid_outer,Militia dominant,0.177437410388858,0.239158432512293,-0.29130450393429,0.646179324712006,accepted two-stage estimate,analysis_spatial_falsification_revised_dev/tables/sparse_boundary_profile_estimates.csv,Tree-cover loss,Militia-centred control,FALSE,TRUE,TRUE
revised spatial pseudo-boundary falsification,tree_cover_loss,tau025,primary_spaced_outer;all_valid_outer,outer_c+040,40,outer_pseudo,primary_spaced_outer;all_valid_outer,Park dominant,0.50368963867288,0.14317225342128,0.223077178381729,0.78430209896403,accepted two-stage estimate,analysis_spatial_falsification_revised_dev/tables/sparse_boundary_profile_estimates.csv,Tree-cover loss,Park-centred control,FALSE,TRUE,TRUE
revised spatial pseudo-boundary falsification,agriculture,tau025,primary_spaced_outer;all_valid_outer,outer_c+040,40,outer_pseudo,primary_spaced_outer;all_valid_outer,Neither actor dominant,0.269866009129522,0.147090036127626,-0.0184251641653207,0.558157182424365,accepted two-stage estimate,analysis_spatial_falsification_revised_dev/tables/sparse_boundary_profile_estimates.csv,Agricultural expansion,Fragmented control,FALSE,TRUE,TRUE
revised spatial pseudo-boundary falsification,agriculture,tau025,primary_spaced_outer;all_valid_outer,outer_c+040,40,outer_pseudo,primary_spaced_outer;all_valid_outer,Militia dominant,0.134127836611575,0.139150249195033,-0.138601640250463,0.406857313473614,accepted two-stage estimate,analysis_spatial_falsification_revised_dev/tables/sparse_boundary_profile_estimates.csv,Agricultural expansion,Militia-centred control,FALSE,TRUE,TRUE
revised spatial pseudo-boundary falsification,agriculture,tau025,primary_spaced_outer;all_valid_outer,outer_c+040,40,outer_pseudo,primary_spaced_outer;all_valid_outer,Park dominant,-0.103947013761258,0.193697570566435,-0.483587275964376,0.275693248441859,accepted two-stage estimate,analysis_spatial_falsification_revised_dev/tables/sparse_boundary_profile_estimates.csv,Agricultural expansion,Park-centred control,FALSE,TRUE,TRUE
revised spatial pseudo-boundary falsification,tree_cover_loss,tau025,all_valid_outer,outer_c+045,45,outer_pseudo,all_valid_outer,Neither actor dominant,0.519680091240835,0.188262874118467,0.150691638342642,0.888668544139028,accepted two-stage estimate,analysis_spatial_falsification_revised_dev/tables/sparse_boundary_profile_estimates.csv,Tree-cover loss,Fragmented control,FALSE,FALSE,TRUE
revised spatial pseudo-boundary falsification,tree_cover_loss,tau025,all_valid_outer,outer_c+045,45,outer_pseudo,all_valid_outer,Militia dominant,0.00134999749280691,0.197994467273217,-0.386712027500892,0.389412022486506,accepted two-stage estimate,analysis_spatial_falsification_revised_dev/tables/sparse_boundary_profile_estimates.csv,Tree-cover loss,Militia-centred control,FALSE,FALSE,TRUE
revised spatial pseudo-boundary falsification,tree_cover_loss,tau025,all_valid_outer,outer_c+045,45,outer_pseudo,all_valid_outer,Park dominant,-0.0524889003011591,0.161813889159777,-0.369638295252678,0.264660494650359,accepted two-stage estimate,analysis_spatial_falsification_revised_dev/tables/sparse_boundary_profile_estimates.csv,Tree-cover loss,Park-centred control,FALSE,FALSE,TRUE
revised spatial pseudo-boundary falsification,agriculture,tau025,all_valid_outer,outer_c+045,45,outer_pseudo,all_valid_outer,Neither actor dominant,0.225868183671102,0.157214373723548,-0.0822663266790723,0.534002694021275,accepted two-stage estimate,analysis_spatial_falsification_revised_dev/tables/sparse_boundary_profile_estimates.csv,Agricultural expansion,Fragmented control,FALSE,FALSE,TRUE
revised spatial pseudo-boundary falsification,agriculture,tau025,all_valid_outer,outer_c+045,45,outer_pseudo,all_valid_outer,Militia dominant,0.110733432658165,0.144991591461853,-0.173444864668213,0.394911729984542,accepted two-stage estimate,analysis_spatial_falsification_revised_dev/tables/sparse_boundary_profile_estimates.csv,Agricultural expansion,Militia-centred control,FALSE,FALSE,TRUE
revised spatial pseudo-boundary falsification,agriculture,tau025,all_valid_outer,outer_c+045,45,outer_pseudo,all_valid_outer,Park dominant,0.110734098011305,0.181632696528811,-0.245259445600058,0.466727641622668,accepted two-stage estimate,analysis_spatial_falsification_revised_dev/tables/sparse_boundary_profile_estimates.csv,Agricultural expansion,Park-centred control,FALSE,FALSE,TRUE
revised spatial pseudo-boundary falsification,tree_cover_loss,tau025,all_valid_outer,outer_c+050,50,outer_pseudo,all_valid_outer,Neither actor dominant,0.108124790522884,0.226193296853654,-0.335205924854655,0.551455505900423,accepted two-stage estimate,analysis_spatial_falsification_revised_dev/tables/sparse_boundary_profile_estimates.csv,Tree-cover loss,Fragmented control,FALSE,FALSE,TRUE
revised spatial pseudo-boundary falsification,tree_cover_loss,tau025,all_valid_outer,outer_c+050,50,outer_pseudo,all_valid_outer,Militia dominant,-0.257169887038489,0.268534634148435,-0.783488098571061,0.269148324494084,accepted two-stage estimate,analysis_spatial_falsification_revised_dev/tables/sparse_boundary_profile_estimates.csv,Tree-cover loss,Militia-centred control,FALSE,FALSE,TRUE
revised spatial pseudo-boundary falsification,tree_cover_loss,tau025,all_valid_outer,outer_c+050,50,outer_pseudo,all_valid_outer,Park dominant,-0.483604192427854,0.171321565792076,-0.819388291155332,-0.147820093700375,accepted two-stage estimate,analysis_spatial_falsification_revised_dev/tables/sparse_boundary_profile_estimates.csv,Tree-cover loss,Park-centred control,FALSE,FALSE,TRUE
revised spatial pseudo-boundary falsification,agriculture,tau025,all_valid_outer,outer_c+050,50,outer_pseudo,all_valid_outer,Neither actor dominant,0.387504838091492,0.148670017285918,0.0961169586301463,0.678892717552839,accepted two-stage estimate,analysis_spatial_falsification_revised_dev/tables/sparse_boundary_profile_estimates.csv,Agricultural expansion,Fragmented control,FALSE,FALSE,TRUE
revised spatial pseudo-boundary falsification,agriculture,tau025,all_valid_outer,outer_c+050,50,outer_pseudo,all_valid_outer,Militia dominant,0.275695904768914,0.154782765261348,-0.0276727405708458,0.579064550108674,accepted two-stage estimate,analysis_spatial_falsification_revised_dev/tables/sparse_boundary_profile_estimates.csv,Agricultural expansion,Militia-centred control,FALSE,FALSE,TRUE
revised spatial pseudo-boundary falsification,agriculture,tau025,all_valid_outer,outer_c+050,50,outer_pseudo,all_valid_outer,Park dominant,0.186474923972958,0.162311505600828,-0.131649781281136,0.504599629227053,accepted two-stage estimate,analysis_spatial_falsification_revised_dev/tables/sparse_boundary_profile_estimates.csv,Agricultural expansion,Park-centred control,FALSE,FALSE,TRUE
revised spatial pseudo-boundary falsification,tree_cover_loss,tau025,all_valid_outer,outer_c+055,55,outer_pseudo,all_valid_outer,Neither actor dominant,-0.099049274131763,0.151844505452096,-0.396659036068166,0.19856048780464,accepted two-stage estimate,analysis_spatial_falsification_revised_dev/tables/sparse_boundary_profile_estimates.csv,Tree-cover loss,Fragmented control,FALSE,FALSE,TRUE
revised spatial pseudo-boundary falsification,tree_cover_loss,tau025,all_valid_outer,outer_c+055,55,outer_pseudo,all_valid_outer,Militia dominant,0.0276700197138456,0.149322077259066,-0.26499587381063,0.320335913238321,accepted two-stage estimate,analysis_spatial_falsification_revised_dev/tables/sparse_boundary_profile_estimates.csv,Tree-cover loss,Militia-centred control,FALSE,FALSE,TRUE
revised spatial pseudo-boundary falsification,tree_cover_loss,tau025,all_valid_outer,outer_c+055,55,outer_pseudo,all_valid_outer,Park dominant,-0.431991492750163,0.163148353897558,-0.751756390526371,-0.112226594973955,accepted two-stage estimate,analysis_spatial_falsification_revised_dev/tables/sparse_boundary_profile_estimates.csv,Tree-cover loss,Park-centred control,FALSE,FALSE,TRUE
revised spatial pseudo-boundary falsification,agriculture,tau025,all_valid_outer,outer_c+055,55,outer_pseudo,all_valid_outer,Neither actor dominant,0.26195086648666,0.178729688764134,-0.0883528864590956,0.612254619432416,accepted two-stage estimate,analysis_spatial_falsification_revised_dev/tables/sparse_boundary_profile_estimates.csv,Agricultural expansion,Fragmented control,FALSE,FALSE,TRUE
revised spatial pseudo-boundary falsification,agriculture,tau025,all_valid_outer,outer_c+055,55,outer_pseudo,all_valid_outer,Militia dominant,0.358366633388038,0.163491563984686,0.0379290562019279,0.678804210574148,accepted two-stage estimate,analysis_spatial_falsification_revised_dev/tables/sparse_boundary_profile_estimates.csv,Agricultural expansion,Militia-centred control,FALSE,FALSE,TRUE
revised spatial pseudo-boundary falsification,agriculture,tau025,all_valid_outer,outer_c+055,55,outer_pseudo,all_valid_outer,Park dominant,-0.103097084330369,0.188155345058208,-0.471874784143164,0.265680615482425,accepted two-stage estimate,analysis_spatial_falsification_revised_dev/tables/sparse_boundary_profile_estimates.csv,Agricultural expansion,Park-centred control,FALSE,FALSE,TRUE
revised spatial pseudo-boundary falsification,tree_cover_loss,tau025,primary_spaced_outer;all_valid_outer,outer_c+060,60,outer_pseudo,primary_spaced_outer;all_valid_outer,Neither actor dominant,-0.0981053814300815,0.161537772777202,-0.414713598216211,0.218502835356048,accepted two-stage estimate,analysis_spatial_falsification_revised_dev/tables/sparse_boundary_profile_estimates.csv,Tree-cover loss,Fragmented control,FALSE,TRUE,TRUE
revised spatial pseudo-boundary falsification,tree_cover_loss,tau025,primary_spaced_outer;all_valid_outer,outer_c+060,60,outer_pseudo,primary_spaced_outer;all_valid_outer,Militia dominant,0.309460100839968,0.23079173081455,-0.142883379486212,0.761803581166148,accepted two-stage estimate,analysis_spatial_falsification_revised_dev/tables/sparse_boundary_profile_estimates.csv,Tree-cover loss,Militia-centred control,FALSE,TRUE,TRUE
revised spatial pseudo-boundary falsification,tree_cover_loss,tau025,primary_spaced_outer;all_valid_outer,outer_c+060,60,outer_pseudo,primary_spaced_outer;all_valid_outer,Park dominant,-0.0698254843569529,0.165176731501311,-0.393565929183564,0.253914960469658,accepted two-stage estimate,analysis_spatial_falsification_revised_dev/tables/sparse_boundary_profile_estimates.csv,Tree-cover loss,Park-centred control,FALSE,TRUE,TRUE
revised spatial pseudo-boundary falsification,agriculture,tau025,primary_spaced_outer;all_valid_outer,outer_c+060,60,outer_pseudo,primary_spaced_outer;all_valid_outer,Neither actor dominant,-0.304415461880429,0.136886150692624,-0.572707387220294,-0.0361235365405632,accepted two-stage estimate,analysis_spatial_falsification_revised_dev/tables/sparse_boundary_profile_estimates.csv,Agricultural expansion,Fragmented control,FALSE,TRUE,TRUE
revised spatial pseudo-boundary falsification,agriculture,tau025,primary_spaced_outer;all_valid_outer,outer_c+060,60,outer_pseudo,primary_spaced_outer;all_valid_outer,Militia dominant,-0.0169684118415356,0.146350567186539,-0.303810252644162,0.26987342896109,accepted two-stage estimate,analysis_spatial_falsification_revised_dev/tables/sparse_boundary_profile_estimates.csv,Agricultural expansion,Militia-centred control,FALSE,TRUE,TRUE
revised spatial pseudo-boundary falsification,agriculture,tau025,primary_spaced_outer;all_valid_outer,outer_c+060,60,outer_pseudo,primary_spaced_outer;all_valid_outer,Park dominant,-0.0488115429276132,0.111147819785054,-0.266657266666468,0.169034180811242,accepted two-stage estimate,analysis_spatial_falsification_revised_dev/tables/sparse_boundary_profile_estimates.csv,Agricultural expansion,Park-centred control,FALSE,TRUE,TRUE
