authoritative_raster_reproduced_exactly,genuinely_unobserved_fraction_2021,genuinely_unobserved_fraction_2022,primary_corridor_cells_with_any_unobserved_area,primary_corridor_missingness_ambiguous_cells,primary_strata_changed_after_ambiguous_cell_exclusion,sensitivity_model_triggered,strict_valid_sensitivity_obtained,maximum_profile_contrast_difference,maximum_pairwise_difference,substantive_interpretation_changed,final_classification,authoritative_pipeline_correction_recommended,exact_manuscript_implication
TRUE,0,0,0,0,FALSE,FALSE,FALSE,,,FALSE,robust_no_correction_required,no,Methods can state that a whole-cell lower/upper-bound audit showed genuinely unobserved FireCCI native pixels cannot affect the tau025 primary fire analysis.
