run_id,outcome,model,fit_status,warning_messages,n_observations,rank,zero_corrected,canonical_first_crossing_cells_full,canonical_first_crossing_cells_10km,persistent_first_establishment_cells_full,persistent_first_establishment_cells_10km,minimum_total_events_rule,minimum_events_per_profile_rule,support_rule_passed,annual_fraction_validation_mismatches
agriculture_persistent_first_establishment_tau025_10km,agriculture_persistent_first_establishment,inverse_variance_weighted_lm_hc3,valid,"",44,4,25,2685,518,2106,431,30,5,TRUE,0
