run_id,outcome,governance_profile,estimate,standard_error,conf_low,conf_high,odds_ratio,comparison_class,threshold_tag,corridor_km,weighting,chronology_version,lag,omitted_episode,pipeline_version,pipeline_commit,robustness_run_id
transition_SESU1_2004_later__tree_cover_loss,tree_cover_loss,Militia dominant,-0.987194132369171,0.390728964326979,-1.75300883016669,-0.221379434571656,0.37262075009255,directly_matched,tau025,10,inverse_variance,transition_SESU1_2004_later,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2004_later
transition_SESU1_2004_later__tree_cover_loss,tree_cover_loss,Park dominant,-1.42782312438418,0.260788028589551,-1.93895826801891,-0.916687980749463,0.239830435429958,directly_matched,tau025,10,inverse_variance,transition_SESU1_2004_later,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2004_later
transition_SESU1_2004_later__agriculture,agriculture,Neither actor dominant,0.209197696722473,0.186493421029131,-0.156322691848289,0.574718085293235,1.23268867295312,directly_matched,tau025,10,inverse_variance,transition_SESU1_2004_later,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2004_later
transition_SESU1_2004_later__agriculture,agriculture,Militia dominant,0.290573720501297,0.144329103452871,0.00769387581271319,0.57345356518988,1.33719444386195,directly_matched,tau025,10,inverse_variance,transition_SESU1_2004_later,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2004_later
transition_SESU1_2004_later__agriculture,agriculture,Park dominant,-0.34341593165228,0.156806994673213,-0.65075199373574,-0.0360798695688187,0.709343111941244,directly_matched,tau025,10,inverse_variance,transition_SESU1_2004_later,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2004_later
transition_SESU1_2007_earlier__fire,fire,Neither actor dominant,0.164314077527748,0.0288542026279887,,,1.17858442385034,directly_matched,tau025,10,inverse_variance,transition_SESU1_2007_earlier,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2007_earlier
transition_SESU1_2007_earlier__fire,fire,Militia dominant,0.00509707752858429,0.0345025033914445,,,1.00511008972692,directly_matched,tau025,10,inverse_variance,transition_SESU1_2007_earlier,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2007_earlier
transition_SESU1_2007_earlier__fire,fire,Park dominant,0.0678318160534684,0.0306042240405767,,,1.07018530535421,directly_matched,tau025,10,inverse_variance,transition_SESU1_2007_earlier,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2007_earlier
transition_SESU1_2007_earlier__tree_cover_loss,tree_cover_loss,Neither actor dominant,-0.867385753768468,0.221837489018315,-1.30217924266517,-0.432592264871771,0.420048224621603,directly_matched,tau025,10,inverse_variance,transition_SESU1_2007_earlier,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2007_earlier
transition_SESU1_2007_earlier__tree_cover_loss,tree_cover_loss,Militia dominant,-0.813375085849961,0.308836094914031,-1.41868270900746,-0.208067462692466,0.443359162944873,directly_matched,tau025,10,inverse_variance,transition_SESU1_2007_earlier,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2007_earlier
transition_SESU1_2007_earlier__tree_cover_loss,tree_cover_loss,Park dominant,-1.43213812233898,0.260733395505103,-1.94316618709582,-0.921110057582142,0.238797797109941,directly_matched,tau025,10,inverse_variance,transition_SESU1_2007_earlier,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2007_earlier
transition_SESU1_2007_earlier__agriculture,agriculture,Neither actor dominant,0.235513688785615,0.233909969604364,-0.222941427263796,0.693968804835027,1.26555870510044,directly_matched,tau025,10,inverse_variance,transition_SESU1_2007_earlier,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2007_earlier
transition_SESU1_2007_earlier__agriculture,agriculture,Militia dominant,0.258582381767001,0.136892383164839,-0.00972175899394034,0.526886522527942,1.29509283749464,directly_matched,tau025,10,inverse_variance,transition_SESU1_2007_earlier,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2007_earlier
transition_SESU1_2007_earlier__agriculture,agriculture,Park dominant,-0.343201854718443,0.158329924224587,-0.653522803873589,-0.0328809055632965,0.709494982195066,directly_matched,tau025,10,inverse_variance,transition_SESU1_2007_earlier,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2007_earlier
transition_SESU1_2007_later__fire,fire,Neither actor dominant,0.153665263501964,0.0318306580174146,0.0912783201836199,0.216052206820307,1.16610048504851,directly_matched,tau025,10,inverse_variance,transition_SESU1_2007_later,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2007_later
transition_SESU1_2007_later__fire,fire,Militia dominant,0.0403723742876446,0.0328922877106891,-0.0240953249944355,0.104840073569725,1.04119841753273,directly_matched,tau025,10,inverse_variance,transition_SESU1_2007_later,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2007_later
transition_SESU1_2007_later__fire,fire,Park dominant,0.0679082638786811,0.0316314525369548,0.00591175612756165,0.129904771629801,1.07026712182068,directly_matched,tau025,10,inverse_variance,transition_SESU1_2007_later,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2007_later
transition_SESU1_2007_later__tree_cover_loss,tree_cover_loss,Neither actor dominant,-0.827810596563314,0.236997847912613,-1.29231784288554,-0.363303350241091,0.437005019989086,directly_matched,tau025,10,inverse_variance,transition_SESU1_2007_later,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2007_later
transition_SESU1_2007_later__tree_cover_loss,tree_cover_loss,Militia dominant,-0.962780958627301,0.29726741172495,-1.54541437938564,-0.38014753786896,0.381829555924259,directly_matched,tau025,10,inverse_variance,transition_SESU1_2007_later,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2007_later
transition_SESU1_2007_later__tree_cover_loss,tree_cover_loss,Park dominant,-1.42898120660986,0.260584211055372,-1.93971687521818,-0.918245538001549,0.239552852828272,directly_matched,tau025,10,inverse_variance,transition_SESU1_2007_later,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2007_later
transition_SESU1_2007_later__agriculture,agriculture,Neither actor dominant,0.369996631542625,0.228385336652472,-0.0776304028932761,0.817623665978527,1.4477297380392,directly_matched,tau025,10,inverse_variance,transition_SESU1_2007_later,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2007_later
transition_SESU1_2007_later__agriculture,agriculture,Militia dominant,0.167599599815185,0.141539928713258,-0.109813562837167,0.445012762467537,1.18246305742201,directly_matched,tau025,10,inverse_variance,transition_SESU1_2007_later,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2007_later
transition_SESU1_2007_later__agriculture,agriculture,Park dominant,-0.354145885427995,0.158098539782124,-0.664013329409331,-0.0442784414466599,0.701772581493867,directly_matched,tau025,10,inverse_variance,transition_SESU1_2007_later,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2007_later
transition_SESU1_2013_earlier__fire,fire,Neither actor dominant,0.170692455581086,0.0310264309209901,,,1.18612590651927,directly_matched,tau025,10,inverse_variance,transition_SESU1_2013_earlier,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2013_earlier
transition_SESU1_2013_earlier__fire,fire,Militia dominant,0.0220136281841099,0.0320656372583183,,,1.02225771589187,directly_matched,tau025,10,inverse_variance,transition_SESU1_2013_earlier,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2013_earlier
transition_SESU1_2013_earlier__fire,fire,Park dominant,0.0678498565535889,0.0308300680621849,,,1.07020461220649,directly_matched,tau025,10,inverse_variance,transition_SESU1_2013_earlier,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2013_earlier
transition_SESU1_2013_earlier__tree_cover_loss,tree_cover_loss,Neither actor dominant,-0.685976442049124,0.237516814947725,-1.15150084506933,-0.220452039028917,0.50359825490958,directly_matched,tau025,10,inverse_variance,transition_SESU1_2013_earlier,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2013_earlier
transition_SESU1_2013_earlier__tree_cover_loss,tree_cover_loss,Militia dominant,-1.04821548751618,0.197877299546633,-1.43604786798562,-0.660383107046732,0.350562774910311,directly_matched,tau025,10,inverse_variance,transition_SESU1_2013_earlier,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2013_earlier
transition_SESU1_2013_earlier__tree_cover_loss,tree_cover_loss,Park dominant,-1.43822069241496,0.261024860312802,-1.94982001769765,-0.926621367132272,0.237349701311791,directly_matched,tau025,10,inverse_variance,transition_SESU1_2013_earlier,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2013_earlier
transition_SESU1_2013_earlier__agriculture,agriculture,Neither actor dominant,0.212672444194901,0.246764590260334,-0.270977265375138,0.696322153764939,1.23697940509193,directly_matched,tau025,10,inverse_variance,transition_SESU1_2013_earlier,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2013_earlier
transition_SESU1_2013_earlier__agriculture,agriculture,Militia dominant,0.2723998025562,0.140253169657106,-0.00249135868931283,0.547290963801713,1.31311188186677,directly_matched,tau025,10,inverse_variance,transition_SESU1_2013_earlier,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2013_earlier
transition_SESU1_2013_earlier__agriculture,agriculture,Park dominant,-0.341071509349982,0.158956674361165,-0.652620866200128,-0.0295221524998369,0.711008062664072,directly_matched,tau025,10,inverse_variance,transition_SESU1_2013_earlier,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2013_earlier
transition_SESU1_2013_later__fire,fire,Neither actor dominant,0.158354317067945,0.0292246385235076,0.101075078100668,0.215633556035222,1.17158123240298,directly_matched,tau025,10,inverse_variance,transition_SESU1_2013_later,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2013_later
transition_SESU1_2013_later__fire,fire,Militia dominant,0.0138937470684387,0.034905665677161,-0.0545201005151927,0.0823075946520701,1.01399071372856,directly_matched,tau025,10,inverse_variance,transition_SESU1_2013_later,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2013_later
transition_SESU1_2013_later__fire,fire,Park dominant,0.0678609813875847,0.0309847755427768,0.00713193725468476,0.128590025520485,1.07021651812137,directly_matched,tau025,10,inverse_variance,transition_SESU1_2013_later,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2013_later
transition_SESU1_2013_later__tree_cover_loss,tree_cover_loss,Neither actor dominant,-0.830569108162971,0.226267104841976,-1.27404448453939,-0.387093731786549,0.435801197714554,directly_matched,tau025,10,inverse_variance,transition_SESU1_2013_later,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2013_later
transition_SESU1_2013_later__tree_cover_loss,tree_cover_loss,Militia dominant,-0.968600362738553,0.356669624667988,-1.66765998146723,-0.269540744009877,0.379613988330895,directly_matched,tau025,10,inverse_variance,transition_SESU1_2013_later,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2013_later
transition_SESU1_2013_later__tree_cover_loss,tree_cover_loss,Park dominant,-1.42845983464094,0.260701713610084,-1.93942580402458,-0.917493865257302,0.239677781535145,directly_matched,tau025,10,inverse_variance,transition_SESU1_2013_later,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2013_later
transition_SESU1_2013_later__agriculture,agriculture,Neither actor dominant,0.250497613071661,0.169345142894129,-0.0814127679576202,0.582407994100942,1.2846645235202,directly_matched,tau025,10,inverse_variance,transition_SESU1_2013_later,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2013_later
transition_SESU1_2013_later__agriculture,agriculture,Militia dominant,0.24698431245569,0.171339716715083,-0.0888353614271685,0.582803986338548,1.28015903006924,directly_matched,tau025,10,inverse_variance,transition_SESU1_2013_later,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2013_later
transition_SESU1_2013_later__agriculture,agriculture,Park dominant,-0.344178667997699,0.15674905226362,-0.651401165045181,-0.0369561709502179,0.708802276452056,directly_matched,tau025,10,inverse_variance,transition_SESU1_2013_later,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2013_later
transition_SESU1_2017_earlier__fire,fire,Neither actor dominant,0.170277422170276,0.0294507032330197,,,1.18563372678122,directly_matched,tau025,10,inverse_variance,transition_SESU1_2017_earlier,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2017_earlier
transition_SESU1_2017_earlier__fire,fire,Militia dominant,-0.00615971405720162,0.0339884737353751,,,0.993859218089283,directly_matched,tau025,10,inverse_variance,transition_SESU1_2017_earlier,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2017_earlier
transition_SESU1_2017_earlier__fire,fire,Park dominant,0.0768633505352922,0.0293174639135354,,,1.07989449930439,directly_matched,tau025,10,inverse_variance,transition_SESU1_2017_earlier,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2017_earlier
transition_SESU1_2017_earlier__tree_cover_loss,tree_cover_loss,Neither actor dominant,-0.848591779982266,0.228715668855855,-1.29686625363973,-0.400317306324801,0.428017250210555,directly_matched,tau025,10,inverse_variance,transition_SESU1_2017_earlier,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2017_earlier
transition_SESU1_2017_earlier__tree_cover_loss,tree_cover_loss,Militia dominant,-0.683280114951576,0.23153116448346,-1.13707285863778,-0.229487371265375,0.504957952801936,directly_matched,tau025,10,inverse_variance,transition_SESU1_2017_earlier,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2017_earlier
transition_SESU1_2017_earlier__tree_cover_loss,tree_cover_loss,Park dominant,-1.50215273454605,0.25283021060539,-1.99769084153629,-1.00661462755581,0.222650336795869,directly_matched,tau025,10,inverse_variance,transition_SESU1_2017_earlier,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2017_earlier
transition_SESU1_2017_earlier__agriculture,agriculture,Neither actor dominant,0.267226391196563,0.23098857780223,-0.185502902135937,0.719955684529063,1.30633615586181,directly_matched,tau025,10,inverse_variance,transition_SESU1_2017_earlier,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2017_earlier
transition_SESU1_2017_earlier__agriculture,agriculture,Militia dominant,0.107736599603703,0.122896308667972,-0.133135739218439,0.348608938425846,1.11375434341163,directly_matched,tau025,10,inverse_variance,transition_SESU1_2017_earlier,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2017_earlier
transition_SESU1_2017_earlier__agriculture,agriculture,Park dominant,-0.216761312287028,0.177289572872498,-0.564242489951614,0.130719865377558,0.805122119129467,directly_matched,tau025,10,inverse_variance,transition_SESU1_2017_earlier,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2017_earlier
transition_SESU1_2017_later__fire,fire,Neither actor dominant,0.170286918822868,0.0297039087364846,0.112068327499294,0.228505510146443,1.18564498638629,directly_matched,tau025,10,inverse_variance,transition_SESU1_2017_later,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2017_later
transition_SESU1_2017_later__fire,fire,Militia dominant,0.0106875089478288,0.0317324413001122,-0.0515069331419225,0.07288195103758,1.01074482437598,directly_matched,tau025,10,inverse_variance,transition_SESU1_2017_later,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2017_later
transition_SESU1_2017_later__fire,fire,Park dominant,0.071994920468647,0.0316004433941268,0.0100591895206619,0.133930651416632,1.07464988533216,directly_matched,tau025,10,inverse_variance,transition_SESU1_2017_later,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2017_later
transition_SESU1_2017_later__tree_cover_loss,tree_cover_loss,Neither actor dominant,-0.852241907917835,0.227078272188988,-1.29730714307984,-0.407176672755835,0.42645778035236,directly_matched,tau025,10,inverse_variance,transition_SESU1_2017_later,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2017_later
transition_SESU1_2017_later__tree_cover_loss,tree_cover_loss,Militia dominant,-1.01531133168684,0.309425417944768,-1.62177400675984,-0.408848656613837,0.362289620034241,directly_matched,tau025,10,inverse_variance,transition_SESU1_2017_later,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2017_later
transition_SESU1_2017_later__tree_cover_loss,tree_cover_loss,Park dominant,-1.36710315900575,0.262391851204338,-1.88138173720304,-0.852824580808452,0.254844134233564,directly_matched,tau025,10,inverse_variance,transition_SESU1_2017_later,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2017_later
transition_SESU1_2017_later__agriculture,agriculture,Neither actor dominant,0.307223857461641,0.233574590884024,-0.150573928374723,0.765021643298006,1.3596453007529,directly_matched,tau025,10,inverse_variance,transition_SESU1_2017_later,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2017_later
transition_SESU1_2017_later__agriculture,agriculture,Militia dominant,0.158755324896693,0.14908338417092,-0.133442738771659,0.450953388565046,1.17205113986118,directly_matched,tau025,10,inverse_variance,transition_SESU1_2017_later,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2017_later
transition_SESU1_2017_later__agriculture,agriculture,Park dominant,-0.377518555832648,0.226109390862484,-0.820684818489407,0.0656477068241111,0.685560480320724,directly_matched,tau025,10,inverse_variance,transition_SESU1_2017_later,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU1_2017_later
transition_SESU3_2004_earlier__fire,fire,Neither actor dominant,0.176118928063245,0.0305983186885733,0.116147325446163,0.236090530680327,1.19257988143271,directly_matched,tau025,10,inverse_variance,transition_SESU3_2004_earlier,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU3_2004_earlier
transition_SESU3_2004_earlier__fire,fire,Militia dominant,0.0151333044454178,0.0318180844238912,-0.0472289950824639,0.0774956039732994,1.01524839271955,directly_matched,tau025,10,inverse_variance,transition_SESU3_2004_earlier,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU3_2004_earlier
transition_SESU3_2004_earlier__fire,fire,Park dominant,0.0678231796375305,0.0304939766015543,0.008056083753077,0.127590275521984,1.07017606282869,directly_matched,tau025,10,inverse_variance,transition_SESU3_2004_earlier,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU3_2004_earlier
transition_SESU3_2004_earlier__tree_cover_loss,tree_cover_loss,Neither actor dominant,-0.843934102012337,0.234551780595262,-1.30364714448879,-0.384221059535882,0.430015466639495,directly_matched,tau025,10,inverse_variance,transition_SESU3_2004_earlier,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU3_2004_earlier
transition_SESU3_2004_earlier__tree_cover_loss,tree_cover_loss,Militia dominant,-0.89997879022778,0.296895962629645,-1.48188418413723,-0.318073396318327,0.406578283081923,directly_matched,tau025,10,inverse_variance,transition_SESU3_2004_earlier,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU3_2004_earlier
transition_SESU3_2004_earlier__tree_cover_loss,tree_cover_loss,Park dominant,-1.42983055999729,0.260781642509835,-1.94095318714577,-0.918707932848815,0.239349474183651,directly_matched,tau025,10,inverse_variance,transition_SESU3_2004_earlier,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU3_2004_earlier
transition_SESU3_2004_earlier__agriculture,agriculture,Neither actor dominant,0.28862554016114,0.23685826361272,-0.175608125960484,0.752859206282764,1.33459188388669,directly_matched,tau025,10,inverse_variance,transition_SESU3_2004_earlier,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU3_2004_earlier
transition_SESU3_2004_earlier__agriculture,agriculture,Militia dominant,0.222826856352282,0.133284830840331,-0.0384066117802799,0.484060324484845,1.24960419397579,directly_matched,tau025,10,inverse_variance,transition_SESU3_2004_earlier,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU3_2004_earlier
transition_SESU3_2004_earlier__agriculture,agriculture,Park dominant,-0.345732536457448,0.157367899089821,-0.65416795099623,-0.0372971219186647,0.70770174621153,directly_matched,tau025,10,inverse_variance,transition_SESU3_2004_earlier,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU3_2004_earlier
transition_SESU3_2004_later__fire,fire,Neither actor dominant,0.157589425672662,0.0294638032939815,0.0998414323688854,0.215337418976438,1.17068544263406,directly_matched,tau025,10,inverse_variance,transition_SESU3_2004_later,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU3_2004_later
transition_SESU3_2004_later__fire,fire,Militia dominant,0.0169831606581463,0.0347730405165408,-0.0511707463872259,0.0851370677035184,1.01712819441166,directly_matched,tau025,10,inverse_variance,transition_SESU3_2004_later,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU3_2004_later
transition_SESU3_2004_later__fire,fire,Park dominant,0.067868483402963,0.0310813474261096,0.00695016185681149,0.128786804949114,1.07022454693226,directly_matched,tau025,10,inverse_variance,transition_SESU3_2004_later,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU3_2004_later
transition_SESU3_2004_later__tree_cover_loss,tree_cover_loss,Neither actor dominant,-0.840162493352154,0.226634338035092,-1.28435763356101,-0.395967353143298,0.431640379038121,directly_matched,tau025,10,inverse_variance,transition_SESU3_2004_later,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU3_2004_later
transition_SESU3_2004_later__tree_cover_loss,tree_cover_loss,Militia dominant,-0.926841772626952,0.320353174205346,-1.55472245640252,-0.298961088851387,0.395801770491264,directly_matched,tau025,10,inverse_variance,transition_SESU3_2004_later,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU3_2004_later
transition_SESU3_2004_later__tree_cover_loss,tree_cover_loss,Park dominant,-1.42996543108622,0.260588043628469,-1.94070861139977,-0.919222250772668,0.239317195036244,directly_matched,tau025,10,inverse_variance,transition_SESU3_2004_later,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU3_2004_later
transition_SESU3_2004_later__agriculture,agriculture,Neither actor dominant,0.284439508622398,0.223426120900674,-0.153467641548414,0.722346658793209,1.32901691680419,directly_matched,tau025,10,inverse_variance,transition_SESU3_2004_later,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU3_2004_later
transition_SESU3_2004_later__agriculture,agriculture,Militia dominant,0.220700138004542,0.142585864429122,-0.0587630209810485,0.500163296990133,1.24694946174352,directly_matched,tau025,10,inverse_variance,transition_SESU3_2004_later,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU3_2004_later
transition_SESU3_2004_later__agriculture,agriculture,Park dominant,-0.348153203384414,0.159043532305646,-0.659872798677513,-0.0364336080913144,0.705990707762916,directly_matched,tau025,10,inverse_variance,transition_SESU3_2004_later,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU3_2004_later
transition_SESU3_2007_earlier__fire,fire,Neither actor dominant,0.150607750637962,0.0297288641034075,,,1.16254056284202,directly_matched,tau025,10,inverse_variance,transition_SESU3_2007_earlier,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU3_2007_earlier
transition_SESU3_2007_earlier__fire,fire,Militia dominant,0.0258829129730809,0.0353047295449413,,,1.02622078429815,directly_matched,tau025,10,inverse_variance,transition_SESU3_2007_earlier,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU3_2007_earlier
transition_SESU3_2007_earlier__fire,fire,Park dominant,0.0678944105212023,0.031444808190603,,,1.07025229513034,directly_matched,tau025,10,inverse_variance,transition_SESU3_2007_earlier,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU3_2007_earlier
transition_SESU3_2007_earlier__tree_cover_loss,tree_cover_loss,Neither actor dominant,-0.856890572464532,0.220189049504992,-1.28845317928442,-0.425327965644641,0.424479921950095,directly_matched,tau025,10,inverse_variance,transition_SESU3_2007_earlier,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU3_2007_earlier
transition_SESU3_2007_earlier__tree_cover_loss,tree_cover_loss,Militia dominant,-0.855327997020581,0.321713133582006,-1.48587415219484,-0.224781841846326,0.425143722336613,directly_matched,tau025,10,inverse_variance,transition_SESU3_2007_earlier,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU3_2007_earlier
transition_SESU3_2007_earlier__tree_cover_loss,tree_cover_loss,Park dominant,-1.43117798745634,0.260595766667069,-1.9419363046474,-0.920419670265284,0.239027185309028,directly_matched,tau025,10,inverse_variance,transition_SESU3_2007_earlier,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU3_2007_earlier
transition_SESU3_2007_earlier__agriculture,agriculture,Neither actor dominant,0.284439508622398,0.223426120900674,-0.153467641548414,0.722346658793209,1.32901691680419,directly_matched,tau025,10,inverse_variance,transition_SESU3_2007_earlier,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU3_2007_earlier
transition_SESU3_2007_earlier__agriculture,agriculture,Militia dominant,0.220700138004542,0.142585864429122,-0.0587630209810485,0.500163296990133,1.24694946174352,directly_matched,tau025,10,inverse_variance,transition_SESU3_2007_earlier,0,,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,transition_SESU3_2007_earlier
