run_id,outcome,governance_profile,estimate,standard_error,conf_low,conf_high,odds_ratio,boundary_center_km,design_membership,comparison_direction,result_type,fit_validity_status,warning_messages,design,legal_rank,legal_percentile_among_offsets
boundary_25__fire,fire,Neither actor dominant,0.418500331035162,0.0245790577168361,0.370326263136232,0.466674398934092,1.51968082770388,25,dense;non_adjacent,park-facing minus outward-facing,profile,strict_valid,"Model convergence problem; false convergence (8). See vignette('troubleshooting'), help('diagnose')",dense,9,0.8
boundary_25__fire,fire,Militia dominant,0.442391401873017,0.0268665224533361,0.389733985474642,0.495048818271393,1.55642480881646,25,dense;non_adjacent,park-facing minus outward-facing,profile,strict_valid,"Model convergence problem; false convergence (8). See vignette('troubleshooting'), help('diagnose')",dense,7,0.6
boundary_25__fire,fire,Park dominant,0.555103018586715,0.0253495109250934,0.505418890147827,0.604787147025602,1.74212044631625,25,dense;non_adjacent,park-facing minus outward-facing,profile,strict_valid,"Model convergence problem; false convergence (8). See vignette('troubleshooting'), help('diagnose')",dense,7,0.6
boundary_25__fire,fire,Neither actor dominant minus Militia dominant,-0.0238910708378553,0.0364142742223815,-0.0952617368368882,0.0474795951611777,0.976392061534587,25,dense;non_adjacent,difference between profile-specific park-facing minus outward-facing contrasts,pairwise,strict_valid,"Model convergence problem; false convergence (8). See vignette('troubleshooting'), help('diagnose')",dense,11,1
boundary_25__fire,fire,Neither actor dominant minus Park dominant,-0.136602687551553,0.0353098659137723,-0.205808753041485,-0.0673966220616203,0.872316739590124,25,dense;non_adjacent,difference between profile-specific park-facing minus outward-facing contrasts,pairwise,strict_valid,"Model convergence problem; false convergence (8). See vignette('troubleshooting'), help('diagnose')",dense,9,0.8
boundary_25__fire,fire,Militia dominant minus Park dominant,-0.112711616713697,0.0369319806094367,-0.185096968585925,-0.0403262648414697,0.893408266981515,25,dense;non_adjacent,difference between profile-specific park-facing minus outward-facing contrasts,pairwise,strict_valid,"Model convergence problem; false convergence (8). See vignette('troubleshooting'), help('diagnose')",dense,4,0.3
boundary_25__tree_cover_loss,tree_cover_loss,Neither actor dominant,-0.207550213143212,0.297981817427424,-0.791583843348753,0.376483417062329,0.81257243893244,25,dense;non_adjacent,park-facing minus outward-facing,profile,valid,"",dense,1,0
boundary_25__tree_cover_loss,tree_cover_loss,Militia dominant,-0.190605582936496,0.220086176685898,-0.621966562735975,0.240755396862983,0.82645849320771,25,dense;non_adjacent,park-facing minus outward-facing,profile,valid,"",dense,1,0
boundary_25__tree_cover_loss,tree_cover_loss,Park dominant,-0.324021470345041,0.139257234671613,-0.596960634888044,-0.0510823058020368,0.723234714114287,25,dense;non_adjacent,park-facing minus outward-facing,profile,valid,"",dense,1,0
boundary_25__tree_cover_loss,tree_cover_loss,Neither actor dominant minus Militia dominant,-0.0169446302067163,0.375134259178103,-0.752194267562911,0.718305007149479,0.983198122604592,25,dense;non_adjacent,difference between profile-specific park-facing minus outward-facing contrasts,pairwise,valid,"",dense,7,0.6
boundary_25__tree_cover_loss,tree_cover_loss,Neither actor dominant minus Park dominant,0.116471257201828,0.334673642185234,-0.539477028056074,0.772419542459731,1.12352521674455,25,dense;non_adjacent,difference between profile-specific park-facing minus outward-facing contrasts,pairwise,valid,"",dense,9,0.8
boundary_25__tree_cover_loss,tree_cover_loss,Militia dominant minus Park dominant,0.133415887408545,0.265988749135788,-0.387912481190459,0.654744256007548,1.14272514451942,25,dense;non_adjacent,difference between profile-specific park-facing minus outward-facing contrasts,pairwise,valid,"",dense,9,0.8
boundary_30__agriculture,agriculture,Neither actor dominant,-0.91281995342817,0.185757218667627,-1.27689741188505,-0.54874249497129,0.401390723428755,30,dense;round_number,park-facing minus outward-facing,profile,valid,"",dense,10,0.9
boundary_30__agriculture,agriculture,Militia dominant,-1.26170870212758,0.165273018243791,-1.58563786550164,-0.937779538753517,0.283169760112521,30,dense;round_number,park-facing minus outward-facing,profile,valid,"",dense,8,0.7
boundary_30__agriculture,agriculture,Park dominant,-0.453206326708814,0.199334840447198,-0.84389543484936,-0.0625172185682679,0.635586981526726,30,dense;round_number,park-facing minus outward-facing,profile,valid,"",dense,3,0.2
boundary_30__agriculture,agriculture,Neither actor dominant minus Militia dominant,0.348888748699409,0.247185293640604,-0.135585524344133,0.833363021742951,1.41749148379847,30,dense;round_number,difference between profile-specific park-facing minus outward-facing contrasts,pairwise,valid,"",dense,4,0.3
boundary_30__agriculture,agriculture,Neither actor dominant minus Park dominant,-0.459613626719356,0.29018244780964,-1.02836077337192,0.109133519933211,0.631527603766499,30,dense;round_number,difference between profile-specific park-facing minus outward-facing contrasts,pairwise,valid,"",dense,11,1
boundary_30__agriculture,agriculture,Militia dominant minus Park dominant,-0.808502375418765,0.270552342825198,-1.33877522328909,-0.278229527548444,0.44552479572871,30,dense;round_number,difference between profile-specific park-facing minus outward-facing contrasts,pairwise,valid,"",dense,11,1
boundary_30__fire,fire,Neither actor dominant,0.0287981706560159,0.0307405501162527,-0.0314522004367881,0.0890485417488198,1.02921684734999,30,dense;round_number,park-facing minus outward-facing,profile,strict_valid,"Model convergence problem; false convergence (8). See vignette('troubleshooting'), help('diagnose')",dense,9,0.8
boundary_30__fire,fire,Militia dominant,0.0512504061149861,0.0334760264782087,-0.0143614001278121,0.116862212357784,1.05258643436539,30,dense;round_number,park-facing minus outward-facing,profile,strict_valid,"Model convergence problem; false convergence (8). See vignette('troubleshooting'), help('diagnose')",dense,7,0.6
boundary_30__fire,fire,Park dominant,0.120244207366799,0.0315849488336361,0.0583388451993321,0.182149569534266,1.12777222823971,30,dense;round_number,park-facing minus outward-facing,profile,strict_valid,"Model convergence problem; false convergence (8). See vignette('troubleshooting'), help('diagnose')",dense,7,0.6
boundary_30__fire,fire,Neither actor dominant minus Militia dominant,-0.0224522354589703,0.0454438924863163,-0.111520628049461,0.0666161571315201,0.977797940147786,30,dense;round_number,difference between profile-specific park-facing minus outward-facing contrasts,pairwise,strict_valid,"Model convergence problem; false convergence (8). See vignette('troubleshooting'), help('diagnose')",dense,11,1
boundary_30__fire,fire,Neither actor dominant minus Park dominant,-0.0914460367107834,0.0440711392142576,-0.177823882328379,-0.00506819109318769,0.912610562290972,30,dense;round_number,difference between profile-specific park-facing minus outward-facing contrasts,pairwise,strict_valid,"Model convergence problem; false convergence (8). See vignette('troubleshooting'), help('diagnose')",dense,9,0.8
boundary_30__fire,fire,Militia dominant minus Park dominant,-0.0689938012518132,0.0460201502529163,-0.159191638310651,0.0212040358070246,0.933332465553199,30,dense;round_number,difference between profile-specific park-facing minus outward-facing contrasts,pairwise,strict_valid,"Model convergence problem; false convergence (8). See vignette('troubleshooting'), help('diagnose')",dense,4,0.3
boundary_30__tree_cover_loss,tree_cover_loss,Neither actor dominant,-0.232391977445619,0.319853553671033,-0.859293422967992,0.394509468076754,0.792635367219424,30,dense;round_number,park-facing minus outward-facing,profile,valid,"",dense,1,0
boundary_30__tree_cover_loss,tree_cover_loss,Militia dominant,-0.426979458645128,0.170833345930591,-0.761806664027559,-0.0921522532626974,0.652476954850921,30,dense;round_number,park-facing minus outward-facing,profile,valid,"",dense,1,0
boundary_30__tree_cover_loss,tree_cover_loss,Park dominant,-0.0809828152868294,0.108658214637462,-0.293949002600678,0.131983372027019,0.922209539214853,30,dense;round_number,park-facing minus outward-facing,profile,valid,"",dense,1,0
boundary_30__tree_cover_loss,tree_cover_loss,Neither actor dominant minus Militia dominant,0.194587481199509,0.358601671189948,-0.508258879128664,0.897433841527683,1.21480975125095,30,dense;round_number,difference between profile-specific park-facing minus outward-facing contrasts,pairwise,valid,"",dense,7,0.6
boundary_30__tree_cover_loss,tree_cover_loss,Neither actor dominant minus Park dominant,-0.15140916215879,0.329078655333161,-0.796391474692656,0.493573150375077,0.859495953483907,30,dense;round_number,difference between profile-specific park-facing minus outward-facing contrasts,pairwise,valid,"",dense,9,0.8
