record_type,outcome,profile,omitted_episode,estimate,standard_error,conf_low,conf_high,fit_status,episode_id
pairwise,agriculture,Neither actor dominant minus Park dominant,SESU3_2016_2022,0.644841296255346,0.320427064634371,0.0168157899000917,1.2728668026106,valid,
pairwise,agriculture,Militia dominant minus Park dominant,SESU3_2016_2022,0.57758280811847,0.227354956678323,0.131975281322292,1.02319033491465,valid,
pairwise,fire,Neither actor dominant minus Militia dominant,SESU3_2016_2022,0.159536390151985,0.0458104393972029,0.0697495788175127,0.249323201486457,strict_valid,
pairwise,fire,Neither actor dominant minus Park dominant,SESU3_2016_2022,0.0416457017420118,0.0532518778776056,-0.0627260610072203,0.146017464491244,strict_valid,
pairwise,fire,Militia dominant minus Park dominant,SESU3_2016_2022,-0.117890688409973,0.0552584652056249,-0.226195290053958,-0.00958608676598879,strict_valid,
pairwise,tree_cover_loss,Neither actor dominant minus Militia dominant,SESU3_2016_2022,0.0774295554599533,0.387717688677748,-0.682483150517547,0.837342261437453,valid,
pairwise,tree_cover_loss,Neither actor dominant minus Park dominant,SESU3_2016_2022,0.42561464788346,0.339617030869902,-0.240022501157976,1.0912517969249,valid,
pairwise,tree_cover_loss,Militia dominant minus Park dominant,SESU3_2016_2022,0.348185092423507,0.405556883400095,-0.44669179272299,1.14306197757,valid,
episode_descriptive,fire,Neither actor dominant,,0.334178495151261,0.0181670713676,0.298571689566196,0.369785300736326,descriptive_not_independent,SESU1_2001_2003
episode_descriptive,tree_cover_loss,Neither actor dominant,,0.45396204287457,0.299456174298956,-0.132961273699531,1.04088535944867,descriptive_not_independent,SESU1_2001_2003
episode_descriptive,agriculture,Neither actor dominant,,-0.119323644307202,0.339932794199665,-0.785579678102612,0.546932389488208,descriptive_not_independent,SESU1_2001_2003
episode_descriptive,fire,Militia dominant,,0.126307148978878,0.017604637270637,0.0918026939675383,0.160811603990218,descriptive_not_independent,SESU1_2004_2006
episode_descriptive,tree_cover_loss,Militia dominant,,-0.387460146598289,0.42229191031751,-1.21513708178323,0.44021678858665,descriptive_not_independent,SESU1_2004_2006
episode_descriptive,agriculture,Militia dominant,,-0.219101308064542,0.261924892441832,-0.73246466390506,0.294262047775976,descriptive_not_independent,SESU1_2004_2006
episode_descriptive,fire,Neither actor dominant,,0.185909959861905,0.0124490422868414,0.161510285337679,0.21030963438613,descriptive_not_independent,SESU1_2007_2012
episode_descriptive,tree_cover_loss,Neither actor dominant,,-0.292720112924798,0.131750458789159,-0.550946267098178,-0.0344939587514169,descriptive_not_independent,SESU1_2007_2012
episode_descriptive,agriculture,Neither actor dominant,,0.859639922224157,0.222449985951707,0.423645961397371,1.29563388305094,descriptive_not_independent,SESU1_2007_2012
episode_descriptive,fire,Militia dominant,,0.112971010653466,0.0154448422739936,0.0826996760495371,0.143242345257396,descriptive_not_independent,SESU1_2013_2016
episode_descriptive,tree_cover_loss,Militia dominant,,-0.746156676513988,0.400323777237987,-1.53077686205548,0.0384635090275026,descriptive_not_independent,SESU1_2013_2016
episode_descriptive,agriculture,Militia dominant,,0.650236883862587,0.167380670375104,0.322176798219214,0.978296969505961,descriptive_not_independent,SESU1_2013_2016
episode_descriptive,fire,Park dominant,,0.221957386046545,0.0127986480992612,0.196872496721191,0.247042275371899,descriptive_not_independent,SESU1_2017_2022
episode_descriptive,tree_cover_loss,Park dominant,,-1.00166180839734,0.320173788664338,-1.62919090297318,-0.374132713821503,descriptive_not_independent,SESU1_2017_2022
episode_descriptive,agriculture,Park dominant,,-0.11970426122143,0.149769881414806,-0.413247834763285,0.173839312320425,descriptive_not_independent,SESU1_2017_2022
episode_descriptive,fire,Neither actor dominant,,0.124354269544152,0.0147516332449459,0.0954415996709141,0.153266939417389,descriptive_not_independent,SESU3_2001_2003
episode_descriptive,tree_cover_loss,Neither actor dominant,,-1.68568390206687,1.54921063016425,-4.7220809416554,1.35071313752165,nearly_unsupported_descriptive,SESU3_2001_2003
episode_descriptive,agriculture,Neither actor dominant,,-0.076190373053457,2.00001339372198,-3.99614459334626,3.84376384723934,nearly_unsupported_descriptive,SESU3_2001_2003
episode_descriptive,fire,Militia dominant,,-0.11172664458849,0.0159147472670366,-0.142918976054939,-0.0805343131220408,descriptive_not_independent,SESU3_2004_2006
episode_descriptive,tree_cover_loss,Militia dominant,,-2.78460213722455,1.46061183017824,-5.64734871976702,0.0781444453179283,descriptive_not_independent,SESU3_2004_2006
episode_descriptive,agriculture,Militia dominant,,-0.076190373053457,2.00001339372198,-3.99614459334626,3.84376384723934,nearly_unsupported_descriptive,SESU3_2004_2006
episode_descriptive,fire,Neither actor dominant,,0.0404292660746053,0.0132519704330835,0.0144558813015719,0.0664026508476387,descriptive_not_independent,SESU3_2007_2010
episode_descriptive,tree_cover_loss,Neither actor dominant,,-2.36052233151942,0.663970294928067,-3.66188019638287,-1.05916446665597,descriptive_not_independent,SESU3_2007_2010
episode_descriptive,agriculture,Neither actor dominant,,-0.0761906280499929,2.00001004533358,-3.99613828562212,3.84375702952214,nearly_unsupported_descriptive,SESU3_2007_2010
episode_descriptive,fire,Park dominant,,-0.153666135943265,0.0187011789665958,-0.190319773186231,-0.117012498700299,descriptive_not_independent,SESU3_2011_2012
episode_descriptive,tree_cover_loss,Park dominant,,-1.51425936953488,0.703788747183645,-2.89365996673939,-0.134858772330369,descriptive_not_independent,SESU3_2011_2012
episode_descriptive,agriculture,Park dominant,,-1.1748855771826,1.63301776849138,-4.37554158953967,2.02577043517446,nearly_unsupported_descriptive,SESU3_2011_2012
episode_descriptive,fire,Militia dominant,,-0.138958467906361,0.0152491635411344,-0.168846279241346,-0.109070656571376,descriptive_not_independent,SESU3_2013_2015
episode_descriptive,tree_cover_loss,Militia dominant,,-2.27695051107578,1.49072999311755,-5.19872760825982,0.644826586108263,nearly_unsupported_descriptive,SESU3_2013_2015
episode_descriptive,agriculture,Militia dominant,,-0.0762737990824256,2.00001339430196,-3.99622802051198,3.84368042234713,nearly_unsupported_descriptive,SESU3_2013_2015
episode_descriptive,fire,Park dominant,,0.00102835350452885,0.00979786295309321,-0.0181751050089931,0.0202318120180508,descriptive_not_independent,SESU3_2016_2022
episode_descriptive,tree_cover_loss,Park dominant,,-4.94227035675558,1.41969254380495,-7.72481661173334,-2.15972410177781,descriptive_not_independent,SESU3_2016_2022
episode_descriptive,agriculture,Park dominant,,-1.68585532841177,1.54920074994117,-4.7222330031189,1.35052234629536,nearly_unsupported_descriptive,SESU3_2016_2022
