run_id,outcome,model,fit_status,warning_messages,convergence_code,pdHess,maximum_absolute_gradient,model_matrix_rank,model_matrix_columns,comparison_class,threshold_tag,corridor_km,weighting,chronology_version,lag,omitted_episode,pipeline_version,pipeline_commit,robustness_run_id,n_observations,rank,zero_corrected
omit_SESU1_2004_2006__fire,fire,beta_binomial_logit,finite_not_strict_valid,"Model convergence problem; false convergence (8). See vignette('troubleshooting'), help('diagnose')",0,TRUE,0.00187558819727585,44,44,directly_matched,tau025,10,inverse_variance,primary,0,SESU1_2004_2006,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,omit_SESU1_2004_2006,,,
omit_SESU1_2004_2006__tree_cover_loss,tree_cover_loss,inverse_variance_weighted_lm_hc3,valid,"",,,,,,directly_matched,tau025,10,inverse_variance,primary,0,SESU1_2004_2006,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,omit_SESU1_2004_2006,41,4,22
omit_SESU1_2004_2006__agriculture,agriculture,inverse_variance_weighted_lm_hc3,valid,"",,,,,,directly_matched,tau025,10,inverse_variance,primary,0,SESU1_2004_2006,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,omit_SESU1_2004_2006,41,4,22
omit_SESU1_2007_2012__fire,fire,beta_binomial_logit,strict_valid,"Model convergence problem; false convergence (8). See vignette('troubleshooting'), help('diagnose')",0,TRUE,0.000701578570271977,41,41,directly_matched,tau025,10,inverse_variance,primary,0,SESU1_2007_2012,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,omit_SESU1_2007_2012,,,
omit_SESU1_2007_2012__tree_cover_loss,tree_cover_loss,inverse_variance_weighted_lm_hc3,valid,"",,,,,,directly_matched,tau025,10,inverse_variance,primary,0,SESU1_2007_2012,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,omit_SESU1_2007_2012,38,4,23
omit_SESU1_2007_2012__agriculture,agriculture,inverse_variance_weighted_lm_hc3,valid,"",,,,,,directly_matched,tau025,10,inverse_variance,primary,0,SESU1_2007_2012,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,omit_SESU1_2007_2012,38,4,23
omit_SESU1_2013_2016__fire,fire,beta_binomial_logit,strict_valid,"Model convergence problem; false convergence (8). See vignette('troubleshooting'), help('diagnose')",0,TRUE,0.000855192799917859,43,43,directly_matched,tau025,10,inverse_variance,primary,0,SESU1_2013_2016,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,omit_SESU1_2013_2016,,,
omit_SESU1_2013_2016__tree_cover_loss,tree_cover_loss,inverse_variance_weighted_lm_hc3,valid,"",,,,,,directly_matched,tau025,10,inverse_variance,primary,0,SESU1_2013_2016,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,omit_SESU1_2013_2016,40,4,22
omit_SESU1_2013_2016__agriculture,agriculture,inverse_variance_weighted_lm_hc3,valid,"",,,,,,directly_matched,tau025,10,inverse_variance,primary,0,SESU1_2013_2016,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,omit_SESU1_2013_2016,40,4,23
omit_SESU1_2017_2022__fire,fire,beta_binomial_logit,strict_valid,"Model convergence problem; false convergence (8). See vignette('troubleshooting'), help('diagnose')",0,TRUE,0.000975866052709051,41,41,directly_matched,tau025,10,inverse_variance,primary,0,SESU1_2017_2022,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,omit_SESU1_2017_2022,,,
omit_SESU1_2017_2022__tree_cover_loss,tree_cover_loss,inverse_variance_weighted_lm_hc3,valid,"",,,,,,directly_matched,tau025,10,inverse_variance,primary,0,SESU1_2017_2022,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,omit_SESU1_2017_2022,38,4,22
omit_SESU1_2017_2022__agriculture,agriculture,inverse_variance_weighted_lm_hc3,valid,"",,,,,,directly_matched,tau025,10,inverse_variance,primary,0,SESU1_2017_2022,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,omit_SESU1_2017_2022,38,4,23
omit_SESU3_2001_2003__fire,fire,beta_binomial_logit,strict_valid,"Model convergence problem; false convergence (8). See vignette('troubleshooting'), help('diagnose')",0,TRUE,0.00085748244995365,44,44,directly_matched,tau025,10,inverse_variance,primary,0,SESU3_2001_2003,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,omit_SESU3_2001_2003,,,
omit_SESU3_2001_2003__tree_cover_loss,tree_cover_loss,inverse_variance_weighted_lm_hc3,valid,"",,,,,,directly_matched,tau025,10,inverse_variance,primary,0,SESU3_2001_2003,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,omit_SESU3_2001_2003,41,4,20
omit_SESU3_2001_2003__agriculture,agriculture,inverse_variance_weighted_lm_hc3,valid,"",,,,,,directly_matched,tau025,10,inverse_variance,primary,0,SESU3_2001_2003,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,omit_SESU3_2001_2003,41,4,20
omit_SESU3_2004_2006__fire,fire,beta_binomial_logit,finite_not_strict_valid,"Model convergence problem; false convergence (8). See vignette('troubleshooting'), help('diagnose')",0,TRUE,0.0012200606077144,44,44,directly_matched,tau025,10,inverse_variance,primary,0,SESU3_2004_2006,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,omit_SESU3_2004_2006,,,
omit_SESU3_2004_2006__tree_cover_loss,tree_cover_loss,inverse_variance_weighted_lm_hc3,valid,"",,,,,,directly_matched,tau025,10,inverse_variance,primary,0,SESU3_2004_2006,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,omit_SESU3_2004_2006,41,4,20
omit_SESU3_2004_2006__agriculture,agriculture,inverse_variance_weighted_lm_hc3,valid,"",,,,,,directly_matched,tau025,10,inverse_variance,primary,0,SESU3_2004_2006,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,omit_SESU3_2004_2006,41,4,20
omit_SESU3_2007_2010__fire,fire,beta_binomial_logit,strict_valid,"Model convergence problem; false convergence (8). See vignette('troubleshooting'), help('diagnose')",0,TRUE,0.000630769215348437,43,43,directly_matched,tau025,10,inverse_variance,primary,0,SESU3_2007_2010,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,omit_SESU3_2007_2010,,,
omit_SESU3_2007_2010__tree_cover_loss,tree_cover_loss,inverse_variance_weighted_lm_hc3,valid,"",,,,,,directly_matched,tau025,10,inverse_variance,primary,0,SESU3_2007_2010,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,omit_SESU3_2007_2010,40,4,21
omit_SESU3_2007_2010__agriculture,agriculture,inverse_variance_weighted_lm_hc3,valid,"",,,,,,directly_matched,tau025,10,inverse_variance,primary,0,SESU3_2007_2010,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,omit_SESU3_2007_2010,40,4,19
omit_SESU3_2011_2012__fire,fire,beta_binomial_logit,strict_valid,"Model convergence problem; false convergence (8). See vignette('troubleshooting'), help('diagnose')",0,TRUE,0.000673646561395458,45,45,directly_matched,tau025,10,inverse_variance,primary,0,SESU3_2011_2012,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,omit_SESU3_2011_2012,,,
omit_SESU3_2011_2012__tree_cover_loss,tree_cover_loss,inverse_variance_weighted_lm_hc3,valid,"",,,,,,directly_matched,tau025,10,inverse_variance,primary,0,SESU3_2011_2012,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,omit_SESU3_2011_2012,42,4,22
omit_SESU3_2011_2012__agriculture,agriculture,inverse_variance_weighted_lm_hc3,valid,"",,,,,,directly_matched,tau025,10,inverse_variance,primary,0,SESU3_2011_2012,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,omit_SESU3_2011_2012,42,4,21
omit_SESU3_2013_2015__fire,fire,beta_binomial_logit,strict_valid,"Model convergence problem; false convergence (8). See vignette('troubleshooting'), help('diagnose')",0,TRUE,0.000902121868355366,44,44,directly_matched,tau025,10,inverse_variance,primary,0,SESU3_2013_2015,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,omit_SESU3_2013_2015,,,
omit_SESU3_2013_2015__tree_cover_loss,tree_cover_loss,inverse_variance_weighted_lm_hc3,valid,"",,,,,,directly_matched,tau025,10,inverse_variance,primary,0,SESU3_2013_2015,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,omit_SESU3_2013_2015,41,4,20
omit_SESU3_2013_2015__agriculture,agriculture,inverse_variance_weighted_lm_hc3,valid,"",,,,,,directly_matched,tau025,10,inverse_variance,primary,0,SESU3_2013_2015,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,omit_SESU3_2013_2015,41,4,20
omit_SESU3_2016_2022__fire,fire,beta_binomial_logit,strict_valid,"Model convergence problem; false convergence (8). See vignette('troubleshooting'), help('diagnose')",0,TRUE,0.000395059405434495,40,40,directly_matched,tau025,10,inverse_variance,primary,0,SESU3_2016_2022,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,omit_SESU3_2016_2022,,,
omit_SESU3_2016_2022__tree_cover_loss,tree_cover_loss,inverse_variance_weighted_lm_hc3,valid,"",,,,,,directly_matched,tau025,10,inverse_variance,primary,0,SESU3_2016_2022,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,omit_SESU3_2016_2022,37,4,16
omit_SESU3_2016_2022__agriculture,agriculture,inverse_variance_weighted_lm_hc3,valid,"",,,,,,directly_matched,tau025,10,inverse_variance,primary,0,SESU3_2016_2022,final_robustness_v1,ffa5662940ca2b20bb6d7d0e6e81747502ec5a1f,omit_SESU3_2016_2022,37,4,16
