model,fit_attempted,audit_status,audit_note
observation_aware_2021_2022_fire_diagnostic,FALSE,not_run_native_to_500m_observation_aware_aggregation_exceeded_interactive_execution_budget,No diagnostic model was fit because the observation-aware 500 m classification was not completed in this audit run.
