analysis,governance_profile,estimate,replicate
first_crossing_full,Militia dominant,0.322554968832942,70
first_crossing_full,Park dominant,-0.429956215923045,70
first_crossing_restricted,Neither actor dominant,0.152499450762955,70
first_crossing_restricted,Militia dominant,0.256532715415299,70
first_crossing_restricted,Park dominant,-0.342590098611774,70
persistence_corrected,Neither actor dominant,0.119567331939059,70
persistence_corrected,Militia dominant,0.235070838646156,70
persistence_corrected,Park dominant,-0.259957017503594,70
annual_presence,Neither actor dominant,-1.65309330260374,70
annual_presence,Militia dominant,-1.40937036550609,70
annual_presence,Park dominant,-1.21521361212275,70
first_crossing_full,Neither actor dominant,0.0127681912166379,71
first_crossing_full,Militia dominant,0.0214499655423525,71
first_crossing_full,Park dominant,-0.125741783655377,71
first_crossing_restricted,Neither actor dominant,-0.0371944480179633,71
first_crossing_restricted,Militia dominant,-0.031229472572026,71
first_crossing_restricted,Park dominant,-0.00628173436887841,71
persistence_corrected,Neither actor dominant,0.00897932941595048,71
persistence_corrected,Militia dominant,-0.0549983735849804,71
persistence_corrected,Park dominant,0.0108924251022098,71
annual_presence,Neither actor dominant,-2.38015568418096,71
annual_presence,Militia dominant,-2.02324284203077,71
annual_presence,Park dominant,-1.64781195377462,71
first_crossing_full,Neither actor dominant,0.160994853017183,72
first_crossing_full,Militia dominant,0.012895833674955,72
first_crossing_full,Park dominant,-0.337644651574341,72
first_crossing_restricted,Neither actor dominant,0.142467978639969,72
first_crossing_restricted,Militia dominant,-0.0062540547453584,72
first_crossing_restricted,Park dominant,-0.388060473397034,72
persistence_corrected,Neither actor dominant,0.202775305003564,72
persistence_corrected,Militia dominant,-0.108311865606245,72
persistence_corrected,Park dominant,-0.339729171461144,72
annual_presence,Neither actor dominant,-0.499655349315956,72
annual_presence,Militia dominant,-0.391470314788879,72
annual_presence,Park dominant,-0.259133656434828,72
first_crossing_full,Neither actor dominant,0.453816725402263,73
first_crossing_full,Militia dominant,0.299820981257806,73
first_crossing_full,Park dominant,-0.284262238811106,73
first_crossing_restricted,Neither actor dominant,0.343248360388988,73
first_crossing_restricted,Militia dominant,0.1788212321282,73
first_crossing_restricted,Park dominant,0.0249857736436424,73
persistence_corrected,Neither actor dominant,0.370867305554111,73
persistence_corrected,Militia dominant,0.1412001459637,73
persistence_corrected,Park dominant,0.0230334056825593,73
annual_presence,Neither actor dominant,-1.62802329909572,73
annual_presence,Militia dominant,-1.45004562506637,73
annual_presence,Park dominant,-1.33593279482545,73
first_crossing_full,Neither actor dominant,0.177470151823192,74
first_crossing_full,Militia dominant,0.410134765801894,74
first_crossing_full,Park dominant,-0.13166220676952,74
first_crossing_restricted,Neither actor dominant,0.151069108803656,74
first_crossing_restricted,Militia dominant,0.382684968143886,74
first_crossing_restricted,Park dominant,-0.136639576806109,74
persistence_corrected,Neither actor dominant,0.217101206847623,74
persistence_corrected,Militia dominant,0.365599738183941,74
persistence_corrected,Park dominant,-0.0990228701321703,74
annual_presence,Neither actor dominant,-0.615929766384565,74
annual_presence,Militia dominant,-0.366442234350132,74
annual_presence,Park dominant,-0.0950942883680995,74
first_crossing_full,Neither actor dominant,0.578231291366965,75
first_crossing_full,Militia dominant,0.775252961188329,75
first_crossing_full,Park dominant,-0.413473858620337,75
first_crossing_restricted,Neither actor dominant,0.499653146383559,75
first_crossing_restricted,Militia dominant,0.689203040626963,75
first_crossing_restricted,Park dominant,-0.339917396070839,75
persistence_corrected,Neither actor dominant,0.574492365340305,75
persistence_corrected,Militia dominant,0.724940782499742,75
persistence_corrected,Park dominant,-0.296542887477298,75
annual_presence,Neither actor dominant,-1.46944380035012,75
annual_presence,Militia dominant,-1.20261554326407,75
annual_presence,Park dominant,-0.971228697139277,75
first_crossing_full,Neither actor dominant,0.530142391209483,76
first_crossing_full,Militia dominant,0.162303878883649,76
first_crossing_full,Park dominant,-0.232016613020559,76
first_crossing_restricted,Neither actor dominant,0.465950693402784,76
first_crossing_restricted,Militia dominant,0.091473029533754,76
first_crossing_restricted,Park dominant,-0.114588334360904,76
persistence_corrected,Neither actor dominant,0.521046063160504,76
persistence_corrected,Militia dominant,-0.000759890351067827,76
persistence_corrected,Park dominant,-0.126432545644426,76
annual_presence,Neither actor dominant,-1.3431111237808,76
annual_presence,Militia dominant,-1.19092756927707,76
annual_presence,Park dominant,-1.07260639584683,76
first_crossing_full,Neither actor dominant,0.177077025296793,77
first_crossing_full,Militia dominant,0.0445407818471661,77
first_crossing_full,Park dominant,-0.2631814032408,77
first_crossing_restricted,Neither actor dominant,0.148926624981653,77
first_crossing_restricted,Militia dominant,0.0149034841445677,77
first_crossing_restricted,Park dominant,-0.327842409731411,77
persistence_corrected,Neither actor dominant,0.154810141983637,77
persistence_corrected,Militia dominant,-0.0274946836193475,77
persistence_corrected,Park dominant,-0.251625030920367,77
annual_presence,Neither actor dominant,-2.01795115964899,77
annual_presence,Militia dominant,-1.84521730205873,77
annual_presence,Park dominant,-1.64459359047939,77
first_crossing_full,Neither actor dominant,0.0600149934887219,78
first_crossing_full,Militia dominant,0.162227500060861,78
first_crossing_full,Park dominant,-0.629808682430973,78
first_crossing_restricted,Neither actor dominant,-0.0108329977309261,78
first_crossing_restricted,Militia dominant,0.0874864370241088,78
first_crossing_restricted,Park dominant,-0.556876072512394,78
persistence_corrected,Neither actor dominant,0.016863557157577,78
persistence_corrected,Militia dominant,0.0748337701622572,78
persistence_corrected,Park dominant,-0.45774131494828,78
annual_presence,Neither actor dominant,-2.15832014872962,78
annual_presence,Militia dominant,-1.86139053352517,78
annual_presence,Park dominant,-1.6508514183676,78
first_crossing_full,Neither actor dominant,0.304245830498922,79
first_crossing_full,Militia dominant,0.268063208464878,79
first_crossing_full,Park dominant,-0.526182050451827,79
first_crossing_restricted,Neither actor dominant,0.209252637832632,79
first_crossing_restricted,Militia dominant,0.166318080288352,79
first_crossing_restricted,Park dominant,-0.30636242823892,79
persistence_corrected,Neither actor dominant,0.157140521141071,79
persistence_corrected,Militia dominant,0.108913684515374,79
persistence_corrected,Park dominant,-0.20476372208208,79
annual_presence,Neither actor dominant,-1.08644880198712,79
annual_presence,Militia dominant,-1.03456596660571,79
annual_presence,Park dominant,-1.00251053182824,79
first_crossing_full,Neither actor dominant,0.436723665052713,80
first_crossing_full,Militia dominant,0.13941826395358,80
first_crossing_full,Park dominant,-0.469333772619658,80
first_crossing_restricted,Neither actor dominant,0.391030496417444,80
first_crossing_restricted,Militia dominant,0.0885622403169954,80
first_crossing_restricted,Park dominant,-0.448161153674274,80
persistence_corrected,Neither actor dominant,0.398888912817788,80
persistence_corrected,Militia dominant,0.0943578328382644,80
persistence_corrected,Park dominant,-0.460680224328413,80
annual_presence,Neither actor dominant,-0.753526373603382,80
annual_presence,Militia dominant,-0.487026415200028,80
annual_presence,Park dominant,-0.265302033526464,80
first_crossing_full,Neither actor dominant,0.291095331585246,81
first_crossing_full,Militia dominant,0.118576537507292,81
first_crossing_full,Park dominant,-0.612259513291875,81
first_crossing_restricted,Neither actor dominant,0.194004759283788,81
first_crossing_restricted,Militia dominant,0.013920829845155,81
first_crossing_restricted,Park dominant,-0.41908421567697,81
persistence_corrected,Neither actor dominant,0.159105168025349,81
persistence_corrected,Militia dominant,0.000406734676934417,81
persistence_corrected,Park dominant,-0.327623004947913,81
annual_presence,Neither actor dominant,-1.9023921399238,81
annual_presence,Militia dominant,-1.67006499690434,81
annual_presence,Park dominant,-1.55233808191977,81
first_crossing_full,Neither actor dominant,0.420331379497221,82
first_crossing_full,Militia dominant,0.742537948055702,82
first_crossing_full,Park dominant,-0.259785442531415,82
first_crossing_restricted,Neither actor dominant,0.34874919163004,82
first_crossing_restricted,Militia dominant,0.668073673602809,82
first_crossing_restricted,Park dominant,-0.188379846383538,82
persistence_corrected,Neither actor dominant,0.396427253718781,82
persistence_corrected,Militia dominant,0.71979495258206,82
persistence_corrected,Park dominant,-0.177385130986793,82
annual_presence,Neither actor dominant,-1.70371641717157,82
annual_presence,Militia dominant,-1.47032630565191,82
annual_presence,Park dominant,-1.18854414764771,82
first_crossing_full,Neither actor dominant,0.212285322388461,83
first_crossing_full,Militia dominant,0.120522130352185,83
first_crossing_full,Park dominant,-0.225304367707675,83
first_crossing_restricted,Neither actor dominant,0.161750825869987,83
first_crossing_restricted,Militia dominant,0.0660793737791751,83
first_crossing_restricted,Park dominant,-0.155425622202415,83
persistence_corrected,Neither actor dominant,0.294864405707151,83
persistence_corrected,Militia dominant,0.0203256692928843,83
persistence_corrected,Park dominant,-0.202929394763457,83
annual_presence,Neither actor dominant,-1.87624935911231,83
annual_presence,Militia dominant,-1.73448372384293,83
annual_presence,Park dominant,-1.59848542241896,83
first_crossing_full,Neither actor dominant,0.602807223981187,84
first_crossing_full,Militia dominant,0.28765885944339,84
first_crossing_full,Park dominant,0.0688215568406267,84
first_crossing_restricted,Neither actor dominant,0.540236761700491,84
first_crossing_restricted,Militia dominant,0.222003805161933,84
first_crossing_restricted,Park dominant,0.282389252172921,84
persistence_corrected,Neither actor dominant,0.60336645865252,84
persistence_corrected,Militia dominant,0.106130578992342,84
persistence_corrected,Park dominant,0.451860851742399,84
annual_presence,Neither actor dominant,-0.33071302056267,84
annual_presence,Militia dominant,-0.234127277489176,84
annual_presence,Park dominant,0.0399358075398445,84
first_crossing_full,Neither actor dominant,-0.157839234839916,85
first_crossing_full,Militia dominant,0.449270584353086,85
first_crossing_full,Park dominant,0.194874588231812,85
first_crossing_restricted,Neither actor dominant,-0.201601410726422,85
first_crossing_restricted,Militia dominant,0.399880790881516,85
first_crossing_restricted,Park dominant,0.407405431062442,85
persistence_corrected,Neither actor dominant,-0.14724262769073,85
persistence_corrected,Militia dominant,0.346505396850433,85
persistence_corrected,Park dominant,0.405959800929716,85
annual_presence,Neither actor dominant,-0.951132554503633,85
annual_presence,Militia dominant,-0.526996390544104,85
annual_presence,Park dominant,-0.109714874756196,85
first_crossing_full,Neither actor dominant,0.505250575172933,86
first_crossing_full,Militia dominant,0.413978716212671,86
first_crossing_full,Park dominant,-0.451361495537438,86
first_crossing_restricted,Neither actor dominant,0.44382826909279,86
first_crossing_restricted,Militia dominant,0.34755320830641,86
first_crossing_restricted,Park dominant,-0.447270596204355,86
persistence_corrected,Neither actor dominant,0.427921982169328,86
persistence_corrected,Militia dominant,0.306587618934429,86
persistence_corrected,Park dominant,-0.311334462957868,86
annual_presence,Neither actor dominant,-1.94218869441354,86
annual_presence,Militia dominant,-1.60339503833169,86
annual_presence,Park dominant,-1.35959842910421,86
first_crossing_full,Neither actor dominant,-0.0461540979263929,87
first_crossing_full,Militia dominant,0.0483669462377834,87
first_crossing_full,Park dominant,-0.637141258845593,87
first_crossing_restricted,Neither actor dominant,-0.128565246286305,87
first_crossing_restricted,Militia dominant,-0.0393965755245739,87
first_crossing_restricted,Park dominant,-0.389026507004204,87
persistence_corrected,Neither actor dominant,-0.152072121999458,87
persistence_corrected,Militia dominant,-0.0451778410771187,87
persistence_corrected,Park dominant,-0.358478682870516,87
annual_presence,Neither actor dominant,-0.534454787462782,87
annual_presence,Militia dominant,-0.429938671380045,87
annual_presence,Park dominant,-0.395557592837575,87
first_crossing_full,Neither actor dominant,0.404770306426815,88
first_crossing_full,Militia dominant,0.242660336656839,88
first_crossing_full,Park dominant,-0.299387808337877,88
first_crossing_restricted,Neither actor dominant,0.330875260933889,88
first_crossing_restricted,Militia dominant,0.159966290969927,88
first_crossing_restricted,Park dominant,-0.0378516462375059,88
persistence_corrected,Neither actor dominant,0.343054598947281,88
persistence_corrected,Militia dominant,0.211398026186174,88
persistence_corrected,Park dominant,-0.0754139400796495,88
annual_presence,Neither actor dominant,-0.59747098707663,88
annual_presence,Militia dominant,-0.259007225599971,88
annual_presence,Park dominant,0.0117830939214075,88
first_crossing_full,Neither actor dominant,0.953652169740399,89
first_crossing_full,Militia dominant,0.314533835424127,89
first_crossing_full,Park dominant,-0.0543599394507204,89
first_crossing_restricted,Neither actor dominant,0.896828327055022,89
first_crossing_restricted,Militia dominant,0.25368791797289,89
first_crossing_restricted,Park dominant,0.067627925069559,89
persistence_corrected,Neither actor dominant,0.974813468749577,89
persistence_corrected,Militia dominant,0.175562358366589,89
persistence_corrected,Park dominant,0.150969355061507,89
annual_presence,Neither actor dominant,-0.172411225283939,89
annual_presence,Militia dominant,-0.0137274359864955,89
annual_presence,Park dominant,0.24766934876915,89
first_crossing_full,Neither actor dominant,-0.315777298942808,90
first_crossing_full,Militia dominant,-0.144060070966129,90
first_crossing_full,Park dominant,-0.441412580664897,90
first_crossing_restricted,Neither actor dominant,-0.360361367002609,90
first_crossing_restricted,Militia dominant,-0.190932704980449,90
first_crossing_restricted,Park dominant,-0.406167775462778,90
persistence_corrected,Neither actor dominant,-0.348125919554034,90
persistence_corrected,Militia dominant,-0.228266706867769,90
persistence_corrected,Park dominant,-0.378184262607275,90
annual_presence,Neither actor dominant,-2.30240453058772,90
annual_presence,Militia dominant,-2.17980460999683,90
annual_presence,Park dominant,-2.08391100995231,90
first_crossing_full,Neither actor dominant,0.0832109865841813,91
first_crossing_full,Militia dominant,0.608864153815189,91
first_crossing_full,Park dominant,-0.19461210431796,91
first_crossing_restricted,Neither actor dominant,0.0135488547093851,91
first_crossing_restricted,Militia dominant,0.529176406800083,91
first_crossing_restricted,Park dominant,-0.00724284901349935,91
persistence_corrected,Neither actor dominant,0.0958705470459292,91
persistence_corrected,Militia dominant,0.579267655768321,91
persistence_corrected,Park dominant,-0.0793217328644102,91
annual_presence,Neither actor dominant,-1.0009716484451,91
annual_presence,Militia dominant,-0.479156746314301,91
annual_presence,Park dominant,-0.119090777189152,91
first_crossing_full,Neither actor dominant,0.436175068637096,92
first_crossing_full,Militia dominant,0.272448595902979,92
first_crossing_full,Park dominant,-0.268317292787894,92
first_crossing_restricted,Neither actor dominant,0.382119929830674,92
first_crossing_restricted,Militia dominant,0.214839159963502,92
first_crossing_restricted,Park dominant,-0.225189588058712,92
persistence_corrected,Neither actor dominant,0.439237749304725,92
persistence_corrected,Militia dominant,0.243567331286322,92
persistence_corrected,Park dominant,-0.266539714950942,92
annual_presence,Neither actor dominant,-0.819791817700852,92
annual_presence,Militia dominant,-0.613392776688037,92
annual_presence,Park dominant,-0.34990926381022,92
first_crossing_full,Neither actor dominant,0.576695107217316,93
first_crossing_full,Militia dominant,0.517010199688154,93
first_crossing_full,Park dominant,-0.271089214601543,93
first_crossing_restricted,Neither actor dominant,0.488308272223828,93
first_crossing_restricted,Militia dominant,0.423241705305061,93
first_crossing_restricted,Park dominant,-0.00059414213034481,93
persistence_corrected,Neither actor dominant,0.51009791403018,93
persistence_corrected,Militia dominant,0.442737601285452,93
persistence_corrected,Park dominant,-0.078182551507776,93
annual_presence,Neither actor dominant,0.0719989466633078,93
annual_presence,Militia dominant,0.183621801644808,93
annual_presence,Park dominant,0.180617663857958,93
first_crossing_full,Neither actor dominant,0.148205461008127,94
first_crossing_full,Militia dominant,-0.0641235887883153,94
first_crossing_full,Park dominant,-0.215967954453293,94
first_crossing_restricted,Neither actor dominant,0.123131141599793,94
first_crossing_restricted,Militia dominant,-0.0902697945665856,94
first_crossing_restricted,Park dominant,-0.206991643904124,94
persistence_corrected,Neither actor dominant,0.171106240091579,94
persistence_corrected,Militia dominant,-0.137323253250052,94
persistence_corrected,Park dominant,-0.180069214921708,94
annual_presence,Neither actor dominant,-0.935804703593558,94
annual_presence,Militia dominant,-0.761984639626448,94
annual_presence,Park dominant,-0.457673959336794,94
first_crossing_full,Neither actor dominant,0.222171927158022,95
first_crossing_full,Militia dominant,0.11627906191487,95
first_crossing_full,Park dominant,-0.316697517422136,95
first_crossing_restricted,Neither actor dominant,0.168871704522531,95
first_crossing_restricted,Militia dominant,0.0591837236610394,95
first_crossing_restricted,Park dominant,-0.240852281054836,95
persistence_corrected,Neither actor dominant,0.22048660947676,95
persistence_corrected,Militia dominant,-0.0224547177209907,95
persistence_corrected,Park dominant,-0.173786435360246,95
annual_presence,Neither actor dominant,-1.26517781443058,95
annual_presence,Militia dominant,-1.17583458306661,95
annual_presence,Park dominant,-1.18297940556868,95
first_crossing_full,Neither actor dominant,0.605168630422793,96
first_crossing_full,Militia dominant,0.429969838558043,96
first_crossing_full,Park dominant,-0.516833688231624,96
first_crossing_restricted,Neither actor dominant,0.511039803189889,96
first_crossing_restricted,Militia dominant,0.330292547644664,96
first_crossing_restricted,Park dominant,-0.383491725859227,96
persistence_corrected,Neither actor dominant,0.518236428555768,96
persistence_corrected,Militia dominant,0.257277503721434,96
persistence_corrected,Park dominant,-0.335208294326908,96
annual_presence,Neither actor dominant,-1.6282752950267,96
annual_presence,Militia dominant,-1.49157388602838,96
annual_presence,Park dominant,-1.39110857723942,96
first_crossing_full,Neither actor dominant,-0.0805728431607993,97
first_crossing_full,Militia dominant,0.283228115813128,97
first_crossing_full,Park dominant,-0.209755036794442,97
first_crossing_restricted,Neither actor dominant,-0.134853303272272,97
first_crossing_restricted,Militia dominant,0.225396032491501,97
first_crossing_restricted,Park dominant,-0.0855431849906108,97
persistence_corrected,Neither actor dominant,-0.108742708480304,97
persistence_corrected,Militia dominant,0.237540727293668,97
persistence_corrected,Park dominant,-0.137365980657007,97
annual_presence,Neither actor dominant,-1.90645071940277,97
annual_presence,Militia dominant,-1.56323109338745,97
annual_presence,Park dominant,-1.24422487304907,97
first_crossing_full,Neither actor dominant,0.181997384372483,98
first_crossing_full,Militia dominant,0.51540857496493,98
first_crossing_full,Park dominant,-0.0696837405772544,98
first_crossing_restricted,Neither actor dominant,0.127206453854893,98
first_crossing_restricted,Militia dominant,0.457596846307494,98
first_crossing_restricted,Park dominant,0.123948498011422,98
persistence_corrected,Neither actor dominant,0.158167238835468,98
persistence_corrected,Militia dominant,0.424697995268759,98
persistence_corrected,Park dominant,0.178481204228598,98
annual_presence,Neither actor dominant,-0.489284994495098,98
annual_presence,Militia dominant,-0.147117173977993,98
annual_presence,Park dominant,0.13318122053858,98
first_crossing_full,Neither actor dominant,0.634031722156005,99
first_crossing_full,Militia dominant,0.448271827662432,99
first_crossing_full,Park dominant,-0.297390345243215,99
first_crossing_restricted,Neither actor dominant,0.590216914027073,99
first_crossing_restricted,Militia dominant,0.400975787261113,99
first_crossing_restricted,Park dominant,-0.291205492195721,99
persistence_corrected,Neither actor dominant,0.577845404712635,99
persistence_corrected,Militia dominant,0.394244564724628,99
persistence_corrected,Park dominant,-0.260127793496985,99
annual_presence,Neither actor dominant,0.149120844624711,99
annual_presence,Militia dominant,0.259210320504492,99
annual_presence,Park dominant,0.253159925653201,99
first_crossing_full,Neither actor dominant,0.564623368071274,100
first_crossing_full,Militia dominant,0.743283426672527,100
first_crossing_full,Park dominant,-0.473450776969253,100
first_crossing_restricted,Neither actor dominant,0.524710093245481,100
first_crossing_restricted,Militia dominant,0.699418849763496,100
first_crossing_restricted,Park dominant,-0.595189111419718,100
persistence_corrected,Neither actor dominant,0.581554834898714,100
persistence_corrected,Militia dominant,0.716648800900724,100
persistence_corrected,Park dominant,-0.611956374324074,100
annual_presence,Neither actor dominant,-0.231884759767486,100
annual_presence,Militia dominant,-0.0403930782838169,100
annual_presence,Park dominant,0.0197979153245162,100
first_crossing_full,Neither actor dominant,0.203643924796473,101
first_crossing_full,Militia dominant,0.564526334917337,101
first_crossing_full,Park dominant,-0.383902498446557,101
first_crossing_restricted,Neither actor dominant,0.122976067980603,101
first_crossing_restricted,Militia dominant,0.476521431006165,101
first_crossing_restricted,Park dominant,-0.165573898073862,101
persistence_corrected,Neither actor dominant,0.141345277851142,101
persistence_corrected,Militia dominant,0.527074861301381,101
persistence_corrected,Park dominant,-0.160678457652427,101
annual_presence,Neither actor dominant,-0.874755535336502,101
annual_presence,Militia dominant,-0.448487461556309,101
annual_presence,Park dominant,-0.0777513105906858,101
first_crossing_full,Neither actor dominant,-0.22985456978124,102
first_crossing_full,Militia dominant,0.263478076795498,102
first_crossing_full,Park dominant,-0.191609318703813,102
first_crossing_restricted,Neither actor dominant,-0.264530867144045,102
first_crossing_restricted,Militia dominant,0.22546528406588,102
first_crossing_restricted,Park dominant,-0.164503020537377,102
persistence_corrected,Neither actor dominant,-0.203010825318842,102
persistence_corrected,Militia dominant,0.187371745133762,102
persistence_corrected,Park dominant,-0.193301031750622,102
annual_presence,Neither actor dominant,-1.69375674559258,102
annual_presence,Militia dominant,-1.57800779191171,102
annual_presence,Park dominant,-1.54431267230919,102
first_crossing_full,Neither actor dominant,0.388608570124005,103
first_crossing_full,Militia dominant,0.325055842717956,103
first_crossing_full,Park dominant,-0.544006864340831,103
first_crossing_restricted,Neither actor dominant,0.31907270616213,103
first_crossing_restricted,Militia dominant,0.243882894161739,103
first_crossing_restricted,Park dominant,-0.429512478863798,103
persistence_corrected,Neither actor dominant,0.292770392526319,103
persistence_corrected,Militia dominant,0.198262881560832,103
persistence_corrected,Park dominant,-0.268073263475618,103
annual_presence,Neither actor dominant,-1.33848093590756,103
annual_presence,Militia dominant,-1.14012057017668,103
annual_presence,Park dominant,-1.07352782966184,103
first_crossing_full,Neither actor dominant,-0.0515974790396338,104
first_crossing_full,Militia dominant,0.357976180914124,104
first_crossing_full,Park dominant,0.0351682317221704,104
first_crossing_restricted,Neither actor dominant,-0.0655859333967303,104
first_crossing_restricted,Militia dominant,0.342981683115033,104
first_crossing_restricted,Park dominant,0.0299383307963962,104
persistence_corrected,Neither actor dominant,0.0380016053121938,104
persistence_corrected,Militia dominant,0.30994081595837,104
persistence_corrected,Park dominant,0.0214397560478024,104
annual_presence,Neither actor dominant,-1.11752058728568,104
annual_presence,Militia dominant,-0.60448607492655,104
annual_presence,Park dominant,-0.191432035175307,104
first_crossing_full,Neither actor dominant,0.180874745010774,105
first_crossing_full,Militia dominant,0.0061311006037575,105
first_crossing_full,Park dominant,-0.232789571232239,105
first_crossing_restricted,Neither actor dominant,0.131194439780798,105
first_crossing_restricted,Militia dominant,-0.0492278614987828,105
first_crossing_restricted,Park dominant,-0.141203301137129,105
persistence_corrected,Neither actor dominant,0.164748173351401,105
persistence_corrected,Militia dominant,-0.0465550973191381,105
persistence_corrected,Park dominant,-0.151482151745251,105
annual_presence,Neither actor dominant,-1.30108928235815,105
annual_presence,Militia dominant,-1.21115543744389,105
annual_presence,Park dominant,-1.19096616972649,105
first_crossing_full,Neither actor dominant,0.359474731144762,106
first_crossing_full,Militia dominant,0.537881101904758,106
first_crossing_full,Park dominant,-0.322319780770603,106
first_crossing_restricted,Neither actor dominant,0.284917983014355,106
first_crossing_restricted,Militia dominant,0.456615251496383,106
first_crossing_restricted,Park dominant,-0.195246817361119,106
persistence_corrected,Neither actor dominant,0.368341304204735,106
persistence_corrected,Militia dominant,0.461505177263367,106
persistence_corrected,Park dominant,-0.189369477029336,106
annual_presence,Neither actor dominant,-1.55294078081421,106
annual_presence,Militia dominant,-1.23929625053858,106
annual_presence,Park dominant,-1.06616032462042,106
first_crossing_full,Neither actor dominant,-0.427801579271966,107
first_crossing_full,Militia dominant,-0.797151968839906,107
first_crossing_full,Park dominant,-0.876485081094637,107
first_crossing_restricted,Neither actor dominant,-0.471133838390115,107
first_crossing_restricted,Militia dominant,-0.845303813757702,107
first_crossing_restricted,Park dominant,-0.828308998566658,107
persistence_corrected,Neither actor dominant,-0.452676250419071,107
persistence_corrected,Militia dominant,-0.914606817951276,107
persistence_corrected,Park dominant,-0.732285401624068,107
annual_presence,Neither actor dominant,-3.02503467983597,107
annual_presence,Militia dominant,-2.7198725978268,107
annual_presence,Park dominant,-2.51882068999552,107
first_crossing_full,Neither actor dominant,0.360503959005757,108
first_crossing_full,Militia dominant,0.563862261831622,108
first_crossing_full,Park dominant,-0.0989659716148508,108
first_crossing_restricted,Neither actor dominant,0.328977241052602,108
first_crossing_restricted,Militia dominant,0.529673037847122,108
first_crossing_restricted,Park dominant,-0.105041600785063,108
persistence_corrected,Neither actor dominant,0.346394372409123,108
persistence_corrected,Militia dominant,0.522800172953277,108
persistence_corrected,Park dominant,-0.0428876343476696,108
annual_presence,Neither actor dominant,-0.819755561578319,108
annual_presence,Militia dominant,-0.339565964778495,108
annual_presence,Park dominant,0.0420931214278772,108
first_crossing_full,Neither actor dominant,0.358970876337282,109
first_crossing_full,Militia dominant,0.0971761062672514,109
first_crossing_full,Park dominant,-0.365077154962683,109
first_crossing_restricted,Neither actor dominant,0.302547982161076,109
first_crossing_restricted,Militia dominant,0.0380134957155559,109
first_crossing_restricted,Park dominant,-0.218261952080741,109
persistence_corrected,Neither actor dominant,0.325845438095403,109
persistence_corrected,Militia dominant,0.04691334704458,109
persistence_corrected,Park dominant,-0.251191972409032,109
annual_presence,Neither actor dominant,-0.52722485718046,109
annual_presence,Militia dominant,-0.361571345437686,109
annual_presence,Park dominant,-0.134198355117588,109
first_crossing_full,Neither actor dominant,0.0891578011515182,110
first_crossing_full,Militia dominant,-0.455289628099117,110
first_crossing_full,Park dominant,-0.553098256690947,110
first_crossing_restricted,Neither actor dominant,0.0916494619117293,110
first_crossing_restricted,Militia dominant,-0.452441839649267,110
first_crossing_restricted,Park dominant,-0.721523742416374,110
persistence_corrected,Neither actor dominant,0.144325365979326,110
persistence_corrected,Militia dominant,-0.532228475165604,110
persistence_corrected,Park dominant,-0.653707722733475,110
annual_presence,Neither actor dominant,-0.731779580239139,110
annual_presence,Militia dominant,-0.692060488156391,110
annual_presence,Park dominant,-0.667791967561339,110
first_crossing_full,Neither actor dominant,0.383079200381505,111
first_crossing_full,Militia dominant,0.178992594302512,111
first_crossing_full,Park dominant,-0.270059883334705,111
first_crossing_restricted,Neither actor dominant,0.351150128762963,111
first_crossing_restricted,Militia dominant,0.144309755555374,111
first_crossing_restricted,Park dominant,-0.316619521127132,111
persistence_corrected,Neither actor dominant,0.346296063476694,111
persistence_corrected,Militia dominant,0.107581291379395,111
persistence_corrected,Park dominant,-0.255841083196212,111
annual_presence,Neither actor dominant,-1.52908314421219,111
annual_presence,Militia dominant,-1.29321013971703,111
annual_presence,Park dominant,-1.12736204609695,111
first_crossing_full,Neither actor dominant,0.34813369500207,112
first_crossing_full,Militia dominant,0.297927539096479,112
first_crossing_full,Park dominant,-0.249457618477657,112
first_crossing_restricted,Neither actor dominant,0.27941247976242,112
first_crossing_restricted,Militia dominant,0.224689526345106,112
first_crossing_restricted,Park dominant,-0.116341083956632,112
persistence_corrected,Neither actor dominant,0.331317097960589,112
persistence_corrected,Militia dominant,0.148420210631716,112
persistence_corrected,Park dominant,-0.0430733561327846,112
annual_presence,Neither actor dominant,-1.3558467775401,112
annual_presence,Militia dominant,-1.20206265459963,112
annual_presence,Park dominant,-1.07853900594522,112
first_crossing_full,Neither actor dominant,0.231802374859303,113
first_crossing_full,Militia dominant,0.143808551955844,113
first_crossing_full,Park dominant,-0.401217418603051,113
first_crossing_restricted,Neither actor dominant,0.196321765258647,113
first_crossing_restricted,Militia dominant,0.104481560535337,113
first_crossing_restricted,Park dominant,-0.433084280441815,113
persistence_corrected,Neither actor dominant,0.19390476580131,113
persistence_corrected,Militia dominant,0.152484336398198,113
persistence_corrected,Park dominant,-0.451321299718297,113
annual_presence,Neither actor dominant,-1.09458825805341,113
annual_presence,Militia dominant,-0.749061520978717,113
annual_presence,Park dominant,-0.432829723729703,113
first_crossing_full,Neither actor dominant,0.806303310787875,114
first_crossing_full,Militia dominant,0.431907847579662,114
first_crossing_full,Park dominant,-0.547215034426327,114
first_crossing_restricted,Neither actor dominant,0.738134030814303,114
first_crossing_restricted,Militia dominant,0.35351559589168,114
first_crossing_restricted,Park dominant,-0.524424146439373,114
persistence_corrected,Neither actor dominant,0.774491137263226,114
persistence_corrected,Militia dominant,0.341912450194194,114
persistence_corrected,Park dominant,-0.569639097292448,114
annual_presence,Neither actor dominant,-0.401789572454652,114
