analysis,governance_profile,estimate,replicate
first_crossing_full,Park dominant,-0.412341722885499,276
first_crossing_restricted,Neither actor dominant,-0.0362933181913725,276
first_crossing_restricted,Militia dominant,0.0718466277784844,276
first_crossing_restricted,Park dominant,-0.328941104995083,276
persistence_corrected,Neither actor dominant,-0.0301547917956433,276
persistence_corrected,Militia dominant,0.08390017127282,276
persistence_corrected,Park dominant,-0.309124786052954,276
annual_presence,Neither actor dominant,-2.16102452145775,276
annual_presence,Militia dominant,-1.99074069782272,276
annual_presence,Park dominant,-1.80116962214067,276
first_crossing_full,Neither actor dominant,0.155208880419496,277
first_crossing_full,Militia dominant,0.341801293597521,277
first_crossing_full,Park dominant,-0.890070154538114,277
first_crossing_restricted,Neither actor dominant,0.0617990945309743,277
first_crossing_restricted,Militia dominant,0.243092460858689,277
first_crossing_restricted,Park dominant,-0.782665948166767,277
persistence_corrected,Neither actor dominant,0.0648712493489831,277
persistence_corrected,Militia dominant,0.223325343339443,277
persistence_corrected,Park dominant,-0.711333911796337,277
annual_presence,Neither actor dominant,-1.50163255598222,277
annual_presence,Militia dominant,-1.36420066476738,277
annual_presence,Park dominant,-1.33217458173781,277
first_crossing_full,Neither actor dominant,-0.422447241764838,278
first_crossing_full,Militia dominant,-0.123496421247485,278
first_crossing_full,Park dominant,-0.390035428492467,278
first_crossing_restricted,Neither actor dominant,-0.445998456524694,278
first_crossing_restricted,Militia dominant,-0.149686011536049,278
first_crossing_restricted,Park dominant,-0.406589234657458,278
persistence_corrected,Neither actor dominant,-0.424331768514652,278
persistence_corrected,Militia dominant,-0.163777351244136,278
persistence_corrected,Park dominant,-0.357597913280388,278
annual_presence,Neither actor dominant,-2.38005787597091,278
annual_presence,Militia dominant,-2.05903792380878,278
annual_presence,Park dominant,-1.78779051299252,278
first_crossing_full,Neither actor dominant,0.278764941796625,279
first_crossing_full,Militia dominant,0.0880402983642452,279
first_crossing_full,Park dominant,-0.761397363847123,279
first_crossing_restricted,Neither actor dominant,0.215282823307836,279
first_crossing_restricted,Militia dominant,0.0142692305517783,279
first_crossing_restricted,Park dominant,-0.749357148507437,279
persistence_corrected,Neither actor dominant,0.225924314786654,279
persistence_corrected,Militia dominant,-0.0779811572985739,279
persistence_corrected,Park dominant,-0.67479068803211,279
annual_presence,Neither actor dominant,-1.69321657822779,279
annual_presence,Militia dominant,-1.60974872812419,279
annual_presence,Park dominant,-1.70208387862658,279
first_crossing_full,Neither actor dominant,0.559170406378964,280
first_crossing_full,Militia dominant,-0.13010582604071,280
first_crossing_full,Park dominant,-0.485674335240792,280
first_crossing_restricted,Neither actor dominant,0.510274188009213,280
first_crossing_restricted,Militia dominant,-0.180924991746501,280
first_crossing_restricted,Park dominant,-0.418497343076946,280
persistence_corrected,Neither actor dominant,0.560939885559544,280
persistence_corrected,Militia dominant,-0.280960440070428,280
persistence_corrected,Park dominant,-0.354329272534803,280
annual_presence,Neither actor dominant,-0.37087573066513,280
annual_presence,Militia dominant,-0.310472665952807,280
annual_presence,Park dominant,-0.204821800886798,280
first_crossing_full,Neither actor dominant,0.198654116304607,281
first_crossing_full,Militia dominant,0.284000590716787,281
first_crossing_full,Park dominant,-0.199520120315804,281
first_crossing_restricted,Neither actor dominant,0.125137033655969,281
first_crossing_restricted,Militia dominant,0.206202704222562,281
first_crossing_restricted,Park dominant,0.0483219379959811,281
persistence_corrected,Neither actor dominant,0.157325256001619,281
persistence_corrected,Militia dominant,0.192200834808496,281
persistence_corrected,Park dominant,0.0181699681238768,281
annual_presence,Neither actor dominant,-0.340682698537016,281
annual_presence,Militia dominant,-0.213195890943093,281
annual_presence,Park dominant,-0.112847189258334,281
first_crossing_full,Neither actor dominant,0.285360606811643,282
first_crossing_full,Militia dominant,0.292969794043838,282
first_crossing_full,Park dominant,0.079588609627701,282
first_crossing_restricted,Neither actor dominant,0.239541045731834,282
first_crossing_restricted,Militia dominant,0.245057379218859,282
first_crossing_restricted,Park dominant,0.211472366140057,282
persistence_corrected,Neither actor dominant,0.26766567084221,282
persistence_corrected,Militia dominant,0.222454440290226,282
persistence_corrected,Park dominant,0.188388819593969,282
annual_presence,Neither actor dominant,-0.521616433845851,282
annual_presence,Militia dominant,-0.344002935153375,282
annual_presence,Park dominant,-0.0646170319929238,282
first_crossing_full,Neither actor dominant,0.311884375161697,283
first_crossing_full,Militia dominant,0.293786409932029,283
first_crossing_full,Park dominant,-0.218111338112742,283
first_crossing_restricted,Neither actor dominant,0.283064125460271,283
first_crossing_restricted,Militia dominant,0.263683505650699,283
first_crossing_restricted,Park dominant,-0.236488762901684,283
persistence_corrected,Neither actor dominant,0.282734781267779,283
persistence_corrected,Militia dominant,0.181050777797141,283
persistence_corrected,Park dominant,-0.150790308367865,283
annual_presence,Neither actor dominant,-0.196390178256162,283
annual_presence,Militia dominant,-0.107660965420026,283
annual_presence,Park dominant,-0.00975648663368403,283
first_crossing_full,Neither actor dominant,0.295864161061529,284
first_crossing_full,Militia dominant,0.591202821988248,284
first_crossing_full,Park dominant,-0.0479485233695072,284
first_crossing_restricted,Neither actor dominant,0.212680555043571,284
first_crossing_restricted,Militia dominant,0.504617370263302,284
first_crossing_restricted,Park dominant,0.107676356950171,284
persistence_corrected,Neither actor dominant,0.302854164018449,284
persistence_corrected,Militia dominant,0.477934309274513,284
persistence_corrected,Park dominant,0.0775000969873921,284
annual_presence,Neither actor dominant,-1.82777569574407,284
annual_presence,Militia dominant,-1.59814826324499,284
annual_presence,Park dominant,-1.29300630690011,284
first_crossing_full,Neither actor dominant,-0.0345781399549917,285
first_crossing_full,Militia dominant,-0.0753368145233065,285
first_crossing_full,Park dominant,-0.553809274920783,285
first_crossing_restricted,Neither actor dominant,-0.100410784536842,285
first_crossing_restricted,Militia dominant,-0.145884119091002,285
first_crossing_restricted,Park dominant,-0.422439635902103,285
persistence_corrected,Neither actor dominant,-0.0295106820948765,285
persistence_corrected,Militia dominant,-0.183147331368401,285
persistence_corrected,Park dominant,-0.473165261452228,285
annual_presence,Neither actor dominant,-1.85766767027905,285
annual_presence,Militia dominant,-1.69851486878,285
annual_presence,Park dominant,-1.5693508160867,285
first_crossing_full,Neither actor dominant,0.303788206844494,286
first_crossing_full,Militia dominant,0.369528063520099,286
first_crossing_full,Park dominant,-0.187601542360078,286
first_crossing_restricted,Neither actor dominant,0.187403731529628,286
first_crossing_restricted,Militia dominant,0.247689320288789,286
first_crossing_restricted,Park dominant,0.130187598293834,286
persistence_corrected,Neither actor dominant,0.243896022257222,286
persistence_corrected,Militia dominant,0.255894838019726,286
persistence_corrected,Park dominant,0.0662674614319529,286
annual_presence,Neither actor dominant,-1.73089044354311,286
annual_presence,Militia dominant,-1.54551423153778,286
annual_presence,Park dominant,-1.30166754377109,286
first_crossing_full,Neither actor dominant,0.254003074849513,287
first_crossing_full,Militia dominant,0.491456749644974,287
first_crossing_full,Park dominant,-0.336526371898134,287
first_crossing_restricted,Neither actor dominant,0.155785522887167,287
first_crossing_restricted,Militia dominant,0.387931957985009,287
first_crossing_restricted,Park dominant,-0.149663135195755,287
persistence_corrected,Neither actor dominant,0.191676618487779,287
persistence_corrected,Militia dominant,0.378404112887027,287
persistence_corrected,Park dominant,-0.187102582968466,287
annual_presence,Neither actor dominant,-1.9647198984664,287
annual_presence,Militia dominant,-1.68781570661709,287
annual_presence,Park dominant,-1.45944489701279,287
first_crossing_full,Neither actor dominant,-0.362251782243998,288
first_crossing_full,Militia dominant,0.183261398822068,288
first_crossing_full,Park dominant,0.151098000512656,288
first_crossing_restricted,Neither actor dominant,-0.351159132534222,288
first_crossing_restricted,Militia dominant,0.197106484194073,288
first_crossing_restricted,Park dominant,0.0677559569518164,288
persistence_corrected,Neither actor dominant,-0.294863801381156,288
persistence_corrected,Militia dominant,0.174727927836225,288
persistence_corrected,Park dominant,0.0757245628970143,288
annual_presence,Neither actor dominant,-2.28786646545739,288
annual_presence,Militia dominant,-1.92054859753663,288
annual_presence,Park dominant,-1.40394675209341,288
first_crossing_full,Neither actor dominant,0.354958087139372,289
first_crossing_full,Militia dominant,0.234887552249807,289
first_crossing_full,Park dominant,-0.268174156990085,289
first_crossing_restricted,Neither actor dominant,0.297922585333875,289
first_crossing_restricted,Militia dominant,0.17450921837582,289
first_crossing_restricted,Park dominant,-0.210268041284661,289
persistence_corrected,Neither actor dominant,0.391469711820832,289
persistence_corrected,Militia dominant,0.115329996394941,289
persistence_corrected,Park dominant,-0.286653002586744,289
annual_presence,Neither actor dominant,-1.5771041045269,289
annual_presence,Militia dominant,-1.44969267283909,289
annual_presence,Park dominant,-1.41003515839977,289
first_crossing_full,Neither actor dominant,0.118329818405106,290
first_crossing_full,Militia dominant,0.0572947528096655,290
first_crossing_full,Park dominant,-0.00706986611235383,290
first_crossing_restricted,Neither actor dominant,0.0606571775532413,290
first_crossing_restricted,Militia dominant,-0.00386320909838085,290
first_crossing_restricted,Park dominant,0.131191166059954,290
persistence_corrected,Neither actor dominant,0.144527975859258,290
persistence_corrected,Militia dominant,-0.0676275951718456,290
persistence_corrected,Park dominant,0.0405816582110095,290
annual_presence,Neither actor dominant,-1.8459271011194,290
annual_presence,Militia dominant,-1.69035112556318,290
annual_presence,Park dominant,-1.54738464438651,290
first_crossing_full,Neither actor dominant,0.184750152320764,291
first_crossing_full,Militia dominant,0.624806068064626,291
first_crossing_full,Park dominant,0.119584398796646,291
first_crossing_restricted,Neither actor dominant,0.127988178516205,291
first_crossing_restricted,Militia dominant,0.564362818291019,291
first_crossing_restricted,Park dominant,0.367133244742898,291
persistence_corrected,Neither actor dominant,0.182675254246527,291
persistence_corrected,Militia dominant,0.579422345898808,291
persistence_corrected,Park dominant,0.306472255252453,291
annual_presence,Neither actor dominant,-0.699676529505593,291
annual_presence,Militia dominant,-0.238566902661147,291
annual_presence,Park dominant,0.144556910451567,291
first_crossing_full,Neither actor dominant,0.395550900253963,292
first_crossing_full,Militia dominant,0.460202499612267,292
first_crossing_full,Park dominant,-0.121375635136522,292
first_crossing_restricted,Neither actor dominant,0.328386380033604,292
first_crossing_restricted,Militia dominant,0.388431579681005,292
first_crossing_restricted,Park dominant,0.0661008639065778,292
persistence_corrected,Neither actor dominant,0.336976121740499,292
persistence_corrected,Militia dominant,0.382721496673356,292
persistence_corrected,Park dominant,0.0672913774604456,292
annual_presence,Neither actor dominant,-0.478332464283429,292
annual_presence,Militia dominant,-0.253944669887958,292
annual_presence,Park dominant,-0.0207281977170877,292
first_crossing_full,Neither actor dominant,-0.0400765630854464,293
first_crossing_full,Militia dominant,0.00845867447915023,293
first_crossing_full,Park dominant,-0.381029241324576,293
first_crossing_restricted,Neither actor dominant,-0.103262602449442,293
first_crossing_restricted,Militia dominant,-0.0602460996885558,293
first_crossing_restricted,Park dominant,-0.268548299559244,293
persistence_corrected,Neither actor dominant,-0.0740889683265509,293
persistence_corrected,Militia dominant,-0.096750482060291,293
persistence_corrected,Park dominant,-0.235485274544769,293
annual_presence,Neither actor dominant,-2.19236104768174,293
annual_presence,Militia dominant,-1.8896347612277,293
annual_presence,Park dominant,-1.58548284627884,293
first_crossing_full,Neither actor dominant,0.289116881039689,294
first_crossing_full,Militia dominant,0.137168252546711,294
first_crossing_full,Park dominant,-0.339043831561588,294
first_crossing_restricted,Neither actor dominant,0.250838089766143,294
first_crossing_restricted,Militia dominant,0.0949664429653573,294
first_crossing_restricted,Park dominant,-0.307087415415478,294
persistence_corrected,Neither actor dominant,0.354624284345269,294
persistence_corrected,Militia dominant,0.0836510267930505,294
persistence_corrected,Park dominant,-0.345939250184135,294
annual_presence,Neither actor dominant,-0.703865108636976,294
annual_presence,Militia dominant,-0.396067477224111,294
annual_presence,Park dominant,-0.17401762112715,294
first_crossing_full,Neither actor dominant,0.34925047534076,295
first_crossing_full,Militia dominant,0.0386521126509462,295
first_crossing_full,Park dominant,-0.545723451344414,295
first_crossing_restricted,Neither actor dominant,0.26968631539595,295
first_crossing_restricted,Militia dominant,-0.0439174135017794,295
first_crossing_restricted,Park dominant,-0.426502060002326,295
persistence_corrected,Neither actor dominant,0.319802599245944,295
persistence_corrected,Militia dominant,-0.0910678081345508,295
persistence_corrected,Park dominant,-0.32664895580872,295
annual_presence,Neither actor dominant,-1.78434941999208,295
annual_presence,Militia dominant,-1.66747239977194,295
annual_presence,Park dominant,-1.55289842921571,295
first_crossing_full,Neither actor dominant,0.0751311193780825,296
first_crossing_full,Militia dominant,-0.239888989132795,296
first_crossing_full,Park dominant,-0.374176476840114,296
first_crossing_restricted,Neither actor dominant,0.0256958742534192,296
first_crossing_restricted,Militia dominant,-0.292614338619705,296
first_crossing_restricted,Park dominant,-0.218876941795928,296
persistence_corrected,Neither actor dominant,0.0695338340895433,296
persistence_corrected,Militia dominant,-0.346804637567695,296
persistence_corrected,Park dominant,-0.194558644270818,296
annual_presence,Neither actor dominant,-0.838556008088158,296
annual_presence,Militia dominant,-0.693463301397442,296
annual_presence,Park dominant,-0.474884326355919,296
first_crossing_full,Neither actor dominant,-0.384834890800981,297
first_crossing_full,Militia dominant,-0.176990595391059,297
first_crossing_full,Park dominant,-0.27279458435081,297
first_crossing_restricted,Neither actor dominant,-0.431521557568979,297
first_crossing_restricted,Militia dominant,-0.229091141011406,297
first_crossing_restricted,Park dominant,-0.13319251542696,297
persistence_corrected,Neither actor dominant,-0.326388355352355,297
persistence_corrected,Militia dominant,-0.242890892573749,297
persistence_corrected,Park dominant,-0.248681589578908,297
annual_presence,Neither actor dominant,-1.97243791093646,297
annual_presence,Militia dominant,-1.77941465864057,297
annual_presence,Park dominant,-1.58775783470988,297
first_crossing_full,Neither actor dominant,0.246857869942431,298
first_crossing_full,Militia dominant,0.208224684099535,298
first_crossing_full,Park dominant,-0.666024614845474,298
first_crossing_restricted,Neither actor dominant,0.162590946217514,298
first_crossing_restricted,Militia dominant,0.116545187726273,298
first_crossing_restricted,Park dominant,-0.535396127370409,298
persistence_corrected,Neither actor dominant,0.195710485717599,298
persistence_corrected,Militia dominant,0.131925059373662,298
persistence_corrected,Park dominant,-0.516266404303081,298
annual_presence,Neither actor dominant,-2.18243984565845,298
annual_presence,Militia dominant,-1.8983758063545,298
annual_presence,Park dominant,-1.5999470433971,298
first_crossing_full,Neither actor dominant,0.0852440210158351,299
first_crossing_full,Militia dominant,-0.007549263679191,299
first_crossing_full,Park dominant,-0.456634698365168,299
first_crossing_restricted,Neither actor dominant,0.0173238481219264,299
first_crossing_restricted,Militia dominant,-0.0784838539330461,299
first_crossing_restricted,Park dominant,-0.356334362271663,299
persistence_corrected,Neither actor dominant,0.0921270504989393,299
persistence_corrected,Militia dominant,-0.103545608425318,299
persistence_corrected,Park dominant,-0.405885291716555,299
annual_presence,Neither actor dominant,-1.85526047667926,299
annual_presence,Militia dominant,-1.75628646612261,299
annual_presence,Park dominant,-1.69966780623949,299
first_crossing_full,Neither actor dominant,0.183200015586839,300
first_crossing_full,Militia dominant,0.214724873762971,300
first_crossing_full,Park dominant,-0.448806074333336,300
first_crossing_restricted,Neither actor dominant,0.127927278782948,300
first_crossing_restricted,Militia dominant,0.154340027863526,300
first_crossing_restricted,Park dominant,-0.410474839732163,300
persistence_corrected,Neither actor dominant,0.222834146590985,300
persistence_corrected,Militia dominant,0.157741410619119,300
persistence_corrected,Park dominant,-0.412561438009325,300
annual_presence,Neither actor dominant,-1.94228477593003,300
annual_presence,Militia dominant,-1.65835999474898,300
annual_presence,Park dominant,-1.51011717616869,300
first_crossing_full,Neither actor dominant,0.280539572980427,301
first_crossing_full,Militia dominant,0.060262288553886,301
first_crossing_full,Park dominant,-0.231839185922969,301
first_crossing_restricted,Neither actor dominant,0.262797526227835,301
first_crossing_restricted,Militia dominant,0.0415073397518214,301
first_crossing_restricted,Park dominant,-0.250528886418167,301
persistence_corrected,Neither actor dominant,0.337429276927678,301
persistence_corrected,Militia dominant,-0.0568476580284306,301
persistence_corrected,Park dominant,-0.234777727339511,301
annual_presence,Neither actor dominant,-0.372642550992229,301
annual_presence,Militia dominant,-0.274334653279294,301
annual_presence,Park dominant,-0.205947545582166,301
first_crossing_full,Neither actor dominant,-0.0265007516041093,302
first_crossing_full,Militia dominant,0.225140921826554,302
first_crossing_full,Park dominant,-0.139818498439845,302
first_crossing_restricted,Neither actor dominant,-0.0609281720500225,302
first_crossing_restricted,Militia dominant,0.188280976819466,302
first_crossing_restricted,Park dominant,-0.00634518367969651,302
persistence_corrected,Neither actor dominant,0.02084695860733,302
persistence_corrected,Militia dominant,0.163414298044263,302
persistence_corrected,Park dominant,-0.0268634566635653,302
annual_presence,Neither actor dominant,-0.92650499135371,302
annual_presence,Militia dominant,-0.549581196496995,302
annual_presence,Park dominant,-0.156097920440593,302
first_crossing_full,Neither actor dominant,0.263081323675769,303
first_crossing_full,Militia dominant,0.327968888167,303
first_crossing_full,Park dominant,-0.437942975171224,303
first_crossing_restricted,Neither actor dominant,0.173259646982953,303
first_crossing_restricted,Militia dominant,0.234025610325974,303
first_crossing_restricted,Park dominant,-0.291815478112249,303
persistence_corrected,Neither actor dominant,0.186958399369203,303
persistence_corrected,Militia dominant,0.222636279421461,303
persistence_corrected,Park dominant,-0.2630491673427,303
annual_presence,Neither actor dominant,-1.74955544927768,303
annual_presence,Militia dominant,-1.57202744490774,303
annual_presence,Park dominant,-1.46377107842936,303
first_crossing_full,Neither actor dominant,0.075703086527738,304
first_crossing_full,Militia dominant,0.0560205442392297,304
first_crossing_full,Park dominant,-0.535708579738318,304
first_crossing_restricted,Neither actor dominant,0.0248740434512662,304
first_crossing_restricted,Militia dominant,-0.000789972143172391,304
first_crossing_restricted,Park dominant,-0.502465815035716,304
persistence_corrected,Neither actor dominant,0.0645167250416247,304
persistence_corrected,Militia dominant,-0.0493678755013336,304
persistence_corrected,Park dominant,-0.514680746538638,304
annual_presence,Neither actor dominant,-1.76654401739529,304
annual_presence,Militia dominant,-1.67325555323839,304
annual_presence,Park dominant,-1.6882019490311,304
first_crossing_full,Neither actor dominant,0.102547260759124,305
first_crossing_full,Militia dominant,-0.00252057330131175,305
first_crossing_full,Park dominant,-0.533265434061378,305
first_crossing_restricted,Neither actor dominant,0.0572097517629022,305
first_crossing_restricted,Militia dominant,-0.0505298379695663,305
first_crossing_restricted,Park dominant,-0.521815955663711,305
persistence_corrected,Neither actor dominant,0.0536676353667215,305
persistence_corrected,Militia dominant,-0.0800260655062239,305
persistence_corrected,Park dominant,-0.465689748304237,305
annual_presence,Neither actor dominant,-1.8488551649173,305
annual_presence,Militia dominant,-1.64745593062511,305
annual_presence,Park dominant,-1.39836045831819,305
first_crossing_full,Neither actor dominant,0.172681743411394,306
first_crossing_full,Militia dominant,0.299359000577024,306
first_crossing_full,Park dominant,-0.39679600977384,306
first_crossing_restricted,Neither actor dominant,0.11735433404905,306
first_crossing_restricted,Militia dominant,0.23971831847159,306
first_crossing_restricted,Park dominant,-0.355606515181861,306
persistence_corrected,Neither actor dominant,0.158490636841676,306
persistence_corrected,Militia dominant,0.274394854910449,306
persistence_corrected,Park dominant,-0.405860076899762,306
annual_presence,Neither actor dominant,-2.03590546324326,306
annual_presence,Militia dominant,-1.76778021995031,306
annual_presence,Park dominant,-1.45988823522342,306
first_crossing_full,Neither actor dominant,0.165699943710904,307
first_crossing_full,Militia dominant,0.392079082841392,307
first_crossing_full,Park dominant,0.171078447607412,307
first_crossing_restricted,Neither actor dominant,0.122569088296542,307
first_crossing_restricted,Militia dominant,0.345370411276237,307
first_crossing_restricted,Park dominant,0.328917944916911,307
persistence_corrected,Neither actor dominant,0.263482705001784,307
persistence_corrected,Militia dominant,0.358807680806522,307
persistence_corrected,Park dominant,0.161165732860446,307
annual_presence,Neither actor dominant,-0.642708474759475,307
annual_presence,Militia dominant,-0.395131148278964,307
annual_presence,Park dominant,-0.151382000721923,307
first_crossing_full,Neither actor dominant,-0.14676957822385,308
first_crossing_full,Militia dominant,0.245943611135088,308
first_crossing_full,Park dominant,-0.0246197546815399,308
first_crossing_restricted,Neither actor dominant,-0.200133031980513,308
first_crossing_restricted,Militia dominant,0.188233316358135,308
first_crossing_restricted,Park dominant,0.138508146475317,308
persistence_corrected,Neither actor dominant,-0.128001163746236,308
persistence_corrected,Militia dominant,0.160551672355538,308
persistence_corrected,Park dominant,0.148530329411237,308
annual_presence,Neither actor dominant,-2.05371404484564,308
annual_presence,Militia dominant,-1.81864592965177,308
annual_presence,Park dominant,-1.5191017573778,308
first_crossing_full,Neither actor dominant,0.244731172646828,309
first_crossing_full,Militia dominant,0.451678031718078,309
first_crossing_full,Park dominant,-0.361824467077011,309
first_crossing_restricted,Neither actor dominant,0.155497774078873,309
first_crossing_restricted,Militia dominant,0.3589711934343,309
first_crossing_restricted,Park dominant,-0.149767546901209,309
persistence_corrected,Neither actor dominant,0.170411710555781,309
persistence_corrected,Militia dominant,0.385585767546161,309
persistence_corrected,Park dominant,-0.162956077912358,309
annual_presence,Neither actor dominant,-1.47548632784408,309
annual_presence,Militia dominant,-1.22108486908375,309
annual_presence,Park dominant,-1.036041885212,309
first_crossing_full,Neither actor dominant,0.298850970053945,310
first_crossing_full,Militia dominant,0.111848128049952,310
first_crossing_full,Park dominant,-0.564402171331238,310
first_crossing_restricted,Neither actor dominant,0.232521542784582,310
first_crossing_restricted,Militia dominant,0.0383250510424265,310
first_crossing_restricted,Park dominant,-0.518142081762157,310
persistence_corrected,Neither actor dominant,0.215284882174694,310
persistence_corrected,Militia dominant,-0.00789122239766268,310
persistence_corrected,Park dominant,-0.410723753559522,310
annual_presence,Neither actor dominant,-1.96019226016968,310
annual_presence,Militia dominant,-1.78505154663308,310
annual_presence,Park dominant,-1.73857614740394,310
first_crossing_full,Neither actor dominant,0.244227162762659,311
first_crossing_full,Militia dominant,0.148486735298943,311
first_crossing_full,Park dominant,-0.459362909483868,311
first_crossing_restricted,Neither actor dominant,0.193775876846851,311
first_crossing_restricted,Militia dominant,0.094329354770821,311
first_crossing_restricted,Park dominant,-0.420597462857139,311
persistence_corrected,Neither actor dominant,0.206483721821592,311
persistence_corrected,Militia dominant,0.0235642100661077,311
persistence_corrected,Park dominant,-0.282239030215297,311
annual_presence,Neither actor dominant,-1.36330644721442,311
annual_presence,Militia dominant,-1.23924933594657,311
annual_presence,Park dominant,-1.21920174378052,311
first_crossing_full,Neither actor dominant,0.30508587419733,312
first_crossing_full,Militia dominant,0.455706561446465,312
first_crossing_full,Park dominant,-0.340241978700561,312
first_crossing_restricted,Neither actor dominant,0.226655804959623,312
first_crossing_restricted,Militia dominant,0.37129438742742,312
first_crossing_restricted,Park dominant,-0.182313214244044,312
persistence_corrected,Neither actor dominant,0.23615107842377,312
persistence_corrected,Militia dominant,0.362203849474501,312
persistence_corrected,Park dominant,-0.206573961759265,312
annual_presence,Neither actor dominant,-1.42234127415871,312
annual_presence,Militia dominant,-1.23414878998191,312
annual_presence,Park dominant,-1.01354786443829,312
first_crossing_full,Neither actor dominant,0.541228408327357,313
first_crossing_full,Militia dominant,0.604730069294326,313
first_crossing_full,Park dominant,-0.214571280290579,313
first_crossing_restricted,Neither actor dominant,0.44408644907942,313
first_crossing_restricted,Militia dominant,0.500706769789562,313
first_crossing_restricted,Park dominant,-0.0165680163760383,313
persistence_corrected,Neither actor dominant,0.425874225785319,313
persistence_corrected,Militia dominant,0.514346904922487,313
persistence_corrected,Park dominant,0.0191056154604811,313
annual_presence,Neither actor dominant,-1.27113360995086,313
annual_presence,Militia dominant,-1.01633751682028,313
annual_presence,Park dominant,-0.825416478175327,313
first_crossing_full,Neither actor dominant,0.275077437610723,314
first_crossing_full,Militia dominant,0.175116470439413,314
first_crossing_full,Park dominant,-0.834346819411496,314
first_crossing_restricted,Neither actor dominant,0.229900513108262,314
first_crossing_restricted,Militia dominant,0.125581011000408,314
first_crossing_restricted,Park dominant,-0.928021619709845,314
persistence_corrected,Neither actor dominant,0.228129453329222,314
persistence_corrected,Militia dominant,0.0868906783749502,314
persistence_corrected,Park dominant,-0.873538276928445,314
annual_presence,Neither actor dominant,-1.49311033517674,314
annual_presence,Militia dominant,-1.36482708337337,314
annual_presence,Park dominant,-1.38330993445574,314
first_crossing_full,Neither actor dominant,0.242221915800036,315
first_crossing_full,Militia dominant,-0.129579553364837,315
first_crossing_full,Park dominant,-0.560944933190624,315
first_crossing_restricted,Neither actor dominant,0.163579236204632,315
first_crossing_restricted,Militia dominant,-0.211679924878195,315
first_crossing_restricted,Park dominant,-0.412514581283219,315
persistence_corrected,Neither actor dominant,0.2083125219516,315
persistence_corrected,Militia dominant,-0.253763971891434,315
persistence_corrected,Park dominant,-0.404204839540058,315
annual_presence,Neither actor dominant,-1.93490954083137,315
annual_presence,Militia dominant,-1.81973155980514,315
annual_presence,Park dominant,-1.68303000994298,315
first_crossing_full,Neither actor dominant,0.127922512761711,316
first_crossing_full,Militia dominant,0.554466649688258,316
first_crossing_full,Park dominant,-0.226147702280725,316
first_crossing_restricted,Neither actor dominant,0.00501975152987222,316
first_crossing_restricted,Militia dominant,0.423241557822842,316
first_crossing_restricted,Park dominant,0.159907625373691,316
persistence_corrected,Neither actor dominant,0.085842154992147,316
persistence_corrected,Militia dominant,0.435787039937912,316
persistence_corrected,Park dominant,0.16237389397819,316
annual_presence,Neither actor dominant,-2.00074802374688,316
annual_presence,Militia dominant,-1.58400253412397,316
annual_presence,Park dominant,-1.31490565227953,316
first_crossing_full,Neither actor dominant,0.285931391381321,317
first_crossing_full,Militia dominant,0.366814962382818,317
first_crossing_full,Park dominant,0.00827287124603943,317
first_crossing_restricted,Neither actor dominant,0.184034898987079,317
first_crossing_restricted,Militia dominant,0.258727049225643,317
first_crossing_restricted,Park dominant,0.445507025097759,317
persistence_corrected,Neither actor dominant,0.237403517499141,317
persistence_corrected,Militia dominant,0.31813693799108,317
persistence_corrected,Park dominant,0.34233808816671,317
annual_presence,Neither actor dominant,-0.765162766652343,317
annual_presence,Militia dominant,-0.480904634937113,317
annual_presence,Park dominant,-0.114743182760463,317
first_crossing_full,Neither actor dominant,0.431025111523112,318
first_crossing_full,Militia dominant,0.197141613766282,318
first_crossing_full,Park dominant,-0.343316598108234,318
first_crossing_restricted,Neither actor dominant,0.341862939594635,318
first_crossing_restricted,Militia dominant,0.103922626476086,318
first_crossing_restricted,Park dominant,-0.197084558681519,318
persistence_corrected,Neither actor dominant,0.372754751678604,318
persistence_corrected,Militia dominant,0.0260829560775567,318
persistence_corrected,Park dominant,-0.126918155086163,318
annual_presence,Neither actor dominant,-1.64923031151543,318
annual_presence,Militia dominant,-1.5689287818045,318
annual_presence,Park dominant,-1.45548347658907,318
first_crossing_full,Neither actor dominant,0.187737671685855,319
first_crossing_full,Militia dominant,-0.0292338059960404,319
first_crossing_full,Park dominant,-0.432370043141259,319
first_crossing_restricted,Neither actor dominant,0.118342798590904,319
first_crossing_restricted,Militia dominant,-0.1009297337348,319
first_crossing_restricted,Park dominant,-0.343953625510484,319
persistence_corrected,Neither actor dominant,0.145047762216078,319
persistence_corrected,Militia dominant,-0.100919035767223,319
persistence_corrected,Park dominant,-0.384091281851993,319
annual_presence,Neither actor dominant,-2.0804335633806,319
annual_presence,Militia dominant,-1.95503451276194,319
annual_presence,Park dominant,-1.77176305527565,319
first_crossing_full,Neither actor dominant,0.786317202540198,320
first_crossing_full,Militia dominant,0.966924143037088,320
first_crossing_full,Park dominant,-0.00849031664784661,320
first_crossing_restricted,Neither actor dominant,0.689219485538168,320
first_crossing_restricted,Militia dominant,0.846143068593813,320
first_crossing_restricted,Park dominant,0.244047667855842,320
persistence_corrected,Neither actor dominant,0.881994830895073,320
persistence_corrected,Militia dominant,0.85274810108665,320
persistence_corrected,Park dominant,0.198354541616187,320
annual_presence,Neither actor dominant,-1.53438213840864,320
annual_presence,Militia dominant,-1.05564283667523,320
