cell,SESU_ID,signed_distance_km,side,event_year,x_m,y_m,in_10km,old_event_year,old_side,old_distance,old_in_10km,matches
20929,1,49.7518828125,outside,2017,515250,9114750,FALSE,2017,outside,49.7518828125,FALSE,TRUE
20930,1,49.8046171875,outside,2004,515750,9114750,FALSE,2004,outside,49.8046171875,FALSE,TRUE
20933,1,49.9925,outside,2008,517250,9114750,FALSE,2008,outside,49.9925,FALSE,TRUE
20934,1,50.06495703125,outside,2005,517750,9114750,FALSE,2005,outside,50.06495703125,FALSE,TRUE
20935,1,50.142296875,outside,2008,518250,9114750,FALSE,2008,outside,50.142296875,FALSE,TRUE
20936,1,50.22449609375,outside,2004,518750,9114750,FALSE,2004,outside,50.22449609375,FALSE,TRUE
20945,1,51.178609375,outside,2021,523250,9114750,FALSE,2021,outside,51.178609375,FALSE,TRUE
21137,1,73.961140625,outside,2019,395750,9114250,FALSE,2019,outside,73.961140625,FALSE,TRUE
21138,1,73.5934765625,outside,2019,396250,9114250,FALSE,2019,outside,73.5934765625,FALSE,TRUE
21185,1,58.5683359375,outside,2006,419750,9114250,FALSE,2006,outside,58.5683359375,FALSE,TRUE
21186,1,58.30951953125,outside,2007,420250,9114250,FALSE,2007,outside,58.30951953125,FALSE,TRUE
21238,1,50.15974609375,outside,2014,446250,9114250,FALSE,2014,outside,50.15974609375,FALSE,TRUE
21256,1,50.15974609375,outside,2017,455250,9114250,FALSE,2017,outside,50.15974609375,FALSE,TRUE
21257,1,50.20208984375,outside,2008,455750,9114250,FALSE,2008,outside,50.20208984375,FALSE,TRUE
21258,1,50.24937890625,outside,2020,456250,9114250,FALSE,2020,outside,50.24937890625,FALSE,TRUE
21259,1,50.30158984375,outside,2013,456750,9114250,FALSE,2013,outside,50.30158984375,FALSE,TRUE
21260,1,50.35871484375,outside,2022,457250,9114250,FALSE,2022,outside,50.35871484375,FALSE,TRUE
21261,1,50.42073046875,outside,2020,457750,9114250,FALSE,2020,outside,50.42073046875,FALSE,TRUE
21262,1,50.48762109375,outside,2019,458250,9114250,FALSE,2019,outside,50.48762109375,FALSE,TRUE
21266,1,50.79862109375,outside,2018,460250,9114250,FALSE,2018,outside,50.79862109375,FALSE,TRUE
21269,1,50.65816796875,outside,2018,461750,9114250,FALSE,2018,outside,50.65816796875,FALSE,TRUE
21275,1,50.5098984375,outside,2019,464750,9114250,FALSE,2019,outside,50.5098984375,FALSE,TRUE
21276,1,50.5024765625,outside,2004,465250,9114250,FALSE,2004,outside,50.5024765625,FALSE,TRUE
21277,1,50.5,outside,2014,465750,9114250,FALSE,2014,outside,50.5,FALSE,TRUE
21279,1,50.5,outside,2004,466750,9114250,FALSE,2004,outside,50.5,FALSE,TRUE
21289,1,50.746921875,outside,2003,471750,9114250,FALSE,2003,outside,50.746921875,FALSE,TRUE
21298,1,51.385796875,outside,2006,476250,9114250,FALSE,2006,outside,51.385796875,FALSE,TRUE
21299,1,51.480578125,outside,2009,476750,9114250,FALSE,2009,outside,51.480578125,FALSE,TRUE
21307,1,51.79285546875,outside,2005,480750,9114250,FALSE,2005,outside,51.79285546875,FALSE,TRUE
21308,1,51.68413671875,outside,2005,481250,9114250,FALSE,2005,outside,51.68413671875,FALSE,TRUE
21374,1,49.16299609375,outside,2005,514250,9114250,FALSE,2005,outside,49.16299609375,FALSE,TRUE
21376,1,49.25444140625,outside,2006,515250,9114250,FALSE,2006,outside,49.25444140625,FALSE,TRUE
21378,1,49.36598046875,outside,2014,516250,9114250,FALSE,2014,outside,49.36598046875,FALSE,TRUE
21380,1,49.4974765625,outside,2013,517250,9114250,FALSE,2013,outside,49.4974765625,FALSE,TRUE
21685,1,49.6613515625,outside,2014,446250,9113750,FALSE,2014,outside,49.6613515625,FALSE,TRUE
21707,1,49.86230859375,outside,2014,457250,9113750,FALSE,2014,outside,49.86230859375,FALSE,TRUE
21708,1,49.9249453125,outside,2014,457750,9113750,FALSE,2014,outside,49.9249453125,FALSE,TRUE
21709,1,49.9925,outside,2017,458250,9113750,FALSE,2017,outside,49.9925,FALSE,TRUE
21710,1,50.06495703125,outside,2013,458750,9113750,FALSE,2013,outside,50.06495703125,FALSE,TRUE
21713,1,50.30158984375,outside,2018,460250,9113750,FALSE,2018,outside,50.30158984375,FALSE,TRUE
21722,1,50.01,outside,2016,464750,9113750,FALSE,2016,outside,50.01,FALSE,TRUE
21723,1,50.0025,outside,2017,465250,9113750,FALSE,2017,outside,50.0025,FALSE,TRUE
21732,1,50.08991796875,outside,2004,469750,9113750,FALSE,2004,outside,50.08991796875,FALSE,TRUE
21738,1,50.35871484375,outside,2001,472750,9113750,FALSE,2001,outside,50.35871484375,FALSE,TRUE
21745,1,50.8945,outside,2016,476250,9113750,FALSE,2016,outside,50.8945,FALSE,TRUE
21746,1,50.9901953125,outside,2013,476750,9113750,FALSE,2013,outside,50.9901953125,FALSE,TRUE
21750,1,51.41983984375,outside,2017,478750,9113750,FALSE,2017,outside,51.41983984375,FALSE,TRUE
21751,1,51.5388203125,outside,2006,479250,9113750,FALSE,2006,outside,51.5388203125,FALSE,TRUE
21755,1,51.195703125,outside,2005,481250,9113750,FALSE,2005,outside,51.195703125,FALSE,TRUE
21824,1,48.810859375,outside,2008,515750,9113750,FALSE,2008,outside,48.810859375,FALSE,TRUE
21826,1,48.93362890625,outside,2008,516750,9113750,FALSE,2008,outside,48.93362890625,FALSE,TRUE
21842,1,50.621140625,outside,2022,524750,9113750,FALSE,2022,outside,50.621140625,FALSE,TRUE
21983,1,92.537828125,outside,2014,371750,9113250,FALSE,2014,outside,92.537828125,FALSE,TRUE
21984,1,92.1140625,outside,2021,372250,9113250,FALSE,2021,outside,92.1140625,FALSE,TRUE
21987,1,90.8473984375,outside,2021,373750,9113250,FALSE,2021,outside,90.8473984375,FALSE,TRUE
22011,1,81.001546875,outside,2017,385750,9113250,FALSE,2017,outside,81.001546875,FALSE,TRUE
22083,1,56.68553515625,outside,2018,421750,9113250,FALSE,2018,outside,56.68553515625,FALSE,TRUE
22130,1,49.25444140625,outside,2021,445250,9113250,FALSE,2021,outside,49.25444140625,FALSE,TRUE
22131,1,49.20619921875,outside,2007,445750,9113250,FALSE,2007,outside,49.20619921875,FALSE,TRUE
22132,1,49.16299609375,outside,2016,446250,9113250,FALSE,2016,outside,49.16299609375,FALSE,TRUE
22133,1,49.12483984375,outside,2017,446750,9113250,FALSE,2017,outside,49.12483984375,FALSE,TRUE
22137,1,49.022953125,outside,2020,448750,9113250,FALSE,2020,outside,49.022953125,FALSE,TRUE
22145,1,49.022953125,outside,2018,452750,9113250,FALSE,2018,outside,49.022953125,FALSE,TRUE
22147,1,49.063734375,outside,2021,453750,9113250,FALSE,2021,outside,49.063734375,FALSE,TRUE
22148,1,49.09175,outside,2020,454250,9113250,FALSE,2020,outside,49.09175,FALSE,TRUE
22149,1,49.12483984375,outside,2021,454750,9113250,FALSE,2021,outside,49.12483984375,FALSE,TRUE
22153,1,49.30770703125,outside,2017,456750,9113250,FALSE,2017,outside,49.30770703125,FALSE,TRUE
22154,1,49.36598046875,outside,2017,457250,9113250,FALSE,2017,outside,49.36598046875,FALSE,TRUE
22156,1,49.4974765625,outside,2012,458250,9113250,FALSE,2012,outside,49.4974765625,FALSE,TRUE
22159,1,49.73178125,outside,2016,459750,9113250,FALSE,2016,outside,49.73178125,FALSE,TRUE
22166,1,49.56308984375,outside,2018,463250,9113250,FALSE,2018,outside,49.56308984375,FALSE,TRUE
22167,1,49.54038671875,outside,2016,463750,9113250,FALSE,2016,outside,49.54038671875,FALSE,TRUE
22170,1,49.5025234375,outside,2017,465250,9113250,FALSE,2017,outside,49.5025234375,FALSE,TRUE
22171,1,49.5,outside,2001,465750,9113250,FALSE,2001,outside,49.5,FALSE,TRUE
22172,1,49.5,outside,2021,466250,9113250,FALSE,2021,outside,49.5,FALSE,TRUE
22179,1,49.59082421875,outside,2004,469750,9113250,FALSE,2004,outside,49.59082421875,FALSE,TRUE
22182,1,49.704125,outside,2016,471250,9113250,FALSE,2016,outside,49.704125,FALSE,TRUE
22198,1,51.05389453125,outside,2013,479250,9113250,FALSE,2013,outside,51.05389453125,FALSE,TRUE
22202,1,50.70749609375,outside,2006,481250,9113250,FALSE,2006,outside,50.70749609375,FALSE,TRUE
22265,1,48.06505859375,outside,2001,512750,9113250,FALSE,2001,outside,48.06505859375,FALSE,TRUE
22270,1,48.25971484375,outside,2016,515250,9113250,FALSE,2016,outside,48.25971484375,FALSE,TRUE
22272,1,48.373546875,outside,2013,516250,9113250,FALSE,2013,outside,48.373546875,FALSE,TRUE
22273,1,48.43810546875,outside,2003,516750,9113250,FALSE,2003,outside,48.43810546875,FALSE,TRUE
22274,1,48.50773046875,outside,2016,517250,9113250,FALSE,2016,outside,48.50773046875,FALSE,TRUE
22282,1,49.2442890625,outside,2022,521250,9113250,FALSE,2022,outside,49.2442890625,FALSE,TRUE
22407,1,102.2362421875,outside,2018,360250,9112750,FALSE,2018,outside,102.2362421875,FALSE,TRUE
22411,1,100.48009375,outside,2017,362250,9112750,FALSE,2017,outside,100.48009375,FALSE,TRUE
22572,1,49.07647265625,outside,2020,442750,9112750,FALSE,2020,outside,49.07647265625,FALSE,TRUE
22579,1,48.66466796875,outside,2013,446250,9112750,FALSE,2013,outside,48.66466796875,FALSE,TRUE
22580,1,48.626125,outside,2005,446750,9112750,FALSE,2005,outside,48.626125,FALSE,TRUE
22584,1,48.52319140625,outside,2014,448750,9112750,FALSE,2014,outside,48.52319140625,FALSE,TRUE
22587,1,48.5,outside,2019,450250,9112750,FALSE,2019,outside,48.5,FALSE,TRUE
22588,1,48.502578125,outside,2018,450750,9112750,FALSE,2018,outside,48.502578125,FALSE,TRUE
22590,1,48.502578125,outside,2020,451750,9112750,FALSE,2020,outside,48.502578125,FALSE,TRUE
22591,1,48.51030859375,outside,2021,452250,9112750,FALSE,2021,outside,48.51030859375,FALSE,TRUE
22595,1,48.5926953125,outside,2017,454250,9112750,FALSE,2017,outside,48.5926953125,FALSE,TRUE
22597,1,48.66466796875,outside,2017,455250,9112750,FALSE,2017,outside,48.66466796875,FALSE,TRUE
22598,1,48.70831640625,outside,2020,455750,9112750,FALSE,2020,outside,48.70831640625,FALSE,TRUE
22600,1,48.810859375,outside,2018,456750,9112750,FALSE,2018,outside,48.810859375,FALSE,TRUE
22601,1,48.8697265625,outside,2020,457250,9112750,FALSE,2020,outside,48.8697265625,FALSE,TRUE
22602,1,48.93362890625,outside,2020,457750,9112750,FALSE,2020,outside,48.93362890625,FALSE,TRUE
22604,1,49.07647265625,outside,2020,458750,9112750,FALSE,2020,outside,49.07647265625,FALSE,TRUE
22607,1,49.30770703125,outside,2004,460250,9112750,FALSE,2004,outside,49.30770703125,FALSE,TRUE
22612,1,49.09175,outside,2019,462750,9112750,FALSE,2019,outside,49.09175,FALSE,TRUE
22613,1,49.063734375,outside,2014,463250,9112750,FALSE,2014,outside,49.063734375,FALSE,TRUE
22615,1,49.022953125,outside,2020,464250,9112750,FALSE,2020,outside,49.022953125,FALSE,TRUE
22617,1,49.00255078125,outside,2018,465250,9112750,FALSE,2018,outside,49.00255078125,FALSE,TRUE
22618,1,49,outside,2004,465750,9112750,FALSE,2004,outside,49,FALSE,TRUE
22619,1,49,outside,2016,466250,9112750,FALSE,2016,outside,49,FALSE,TRUE
22625,1,49.063734375,outside,2016,469250,9112750,FALSE,2016,outside,49.063734375,FALSE,TRUE
22626,1,49.09175,outside,2005,469750,9112750,FALSE,2005,outside,49.09175,FALSE,TRUE
22633,1,49.4292421875,outside,2004,473250,9112750,FALSE,2004,outside,49.4292421875,FALSE,TRUE
22635,1,49.57065625,outside,2005,474250,9112750,FALSE,2005,outside,49.57065625,FALSE,TRUE
22648,1,50.33140234375,outside,2006,480750,9112750,FALSE,2006,outside,50.33140234375,FALSE,TRUE
22714,1,47.6287734375,outside,2008,513750,9112750,FALSE,2008,outside,47.6287734375,FALSE,TRUE
22719,1,47.87744921875,outside,2006,516250,9112750,FALSE,2006,outside,47.87744921875,FALSE,TRUE
22723,1,48.16897265625,outside,2009,518250,9112750,FALSE,2009,outside,48.16897265625,FALSE,TRUE
23023,1,48.314078125,outside,2017,444750,9112250,FALSE,2017,outside,48.314078125,FALSE,TRUE
23024,1,48.25971484375,outside,2017,445250,9112250,FALSE,2017,outside,48.25971484375,FALSE,TRUE
23026,1,48.16637890625,outside,2004,446250,9112250,FALSE,2004,outside,48.16637890625,FALSE,TRUE
23034,1,48,outside,2021,450250,9112250,FALSE,2021,outside,48,FALSE,TRUE
23048,1,48.373546875,outside,2017,457250,9112250,FALSE,2017,outside,48.373546875,FALSE,TRUE
23049,1,48.43810546875,outside,2017,457750,9112250,FALSE,2017,outside,48.43810546875,FALSE,TRUE
23050,1,48.50773046875,outside,2017,458250,9112250,FALSE,2017,outside,48.50773046875,FALSE,TRUE
23051,1,48.58240234375,outside,2014,458750,9112250,FALSE,2014,outside,48.58240234375,FALSE,TRUE
23054,1,48.810859375,outside,2014,460250,9112250,FALSE,2014,outside,48.810859375,FALSE,TRUE
23062,1,48.52319140625,outside,2020,464250,9112250,FALSE,2020,outside,48.52319140625,FALSE,TRUE
23063,1,48.51030859375,outside,2017,464750,9112250,FALSE,2017,outside,48.51030859375,FALSE,TRUE
23065,1,48.5,outside,2016,465750,9112250,FALSE,2016,outside,48.5,FALSE,TRUE
23066,1,48.5,outside,2020,466250,9112250,FALSE,2020,outside,48.5,FALSE,TRUE
23067,1,48.5,outside,2021,466750,9112250,FALSE,2021,outside,48.5,FALSE,TRUE
23068,1,48.502578125,outside,2016,467250,9112250,FALSE,2016,outside,48.502578125,FALSE,TRUE
23069,1,48.51030859375,outside,2005,467750,9112250,FALSE,2005,outside,48.51030859375,FALSE,TRUE
23070,1,48.52319140625,outside,2005,468250,9112250,FALSE,2005,outside,48.52319140625,FALSE,TRUE
23074,1,48.626125,outside,2005,470250,9112250,FALSE,2005,outside,48.626125,FALSE,TRUE
23077,1,48.75705078125,outside,2005,471750,9112250,FALSE,2005,outside,48.75705078125,FALSE,TRUE
23081,1,49.00255078125,outside,2014,473750,9112250,FALSE,2014,outside,49.00255078125,FALSE,TRUE
23091,1,49.962484375,outside,2021,478750,9112250,FALSE,2021,outside,49.962484375,FALSE,TRUE
23092,1,50.0849296875,outside,2013,479250,9112250,FALSE,2013,outside,50.0849296875,FALSE,TRUE
23093,1,50.0849296875,outside,2010,479750,9112250,FALSE,2010,outside,50.0849296875,FALSE,TRUE
23095,1,49.8447578125,outside,2021,480750,9112250,FALSE,2021,outside,49.8447578125,FALSE,TRUE
23161,1,47.130140625,outside,2001,513750,9112250,FALSE,2001,outside,47.130140625,FALSE,TRUE
23162,1,47.16990625,outside,2009,514250,9112250,FALSE,2009,outside,47.16990625,FALSE,TRUE
23163,1,47.21493359375,outside,2015,514750,9112250,FALSE,2015,outside,47.21493359375,FALSE,TRUE
23164,1,47.2652109375,outside,2008,515250,9112250,FALSE,2008,outside,47.2652109375,FALSE,TRUE
23169,1,47.594640625,outside,2022,517750,9112250,FALSE,2022,outside,47.594640625,FALSE,TRUE
23469,1,47.87744921875,outside,2016,444250,9111750,FALSE,2016,outside,47.87744921875,FALSE,TRUE
23472,1,47.71268359375,outside,2018,445750,9111750,FALSE,2018,outside,47.71268359375,FALSE,TRUE
23477,1,47.5420859375,outside,2005,448250,9111750,FALSE,2005,outside,47.5420859375,FALSE,TRUE
23481,1,47.5,outside,2022,450250,9111750,FALSE,2022,outside,47.5,FALSE,TRUE
23487,1,47.5420859375,outside,2021,453250,9111750,FALSE,2021,outside,47.5420859375,FALSE,TRUE
23495,1,47.87744921875,outside,2019,457250,9111750,FALSE,2019,outside,47.87744921875,FALSE,TRUE
23498,1,48.0884609375,outside,2018,458750,9111750,FALSE,2018,outside,48.0884609375,FALSE,TRUE
23499,1,48.16897265625,outside,2017,459250,9111750,FALSE,2017,outside,48.16897265625,FALSE,TRUE
23500,1,48.25453515625,outside,2016,459750,9111750,FALSE,2016,outside,48.25453515625,FALSE,TRUE
23501,1,48.314078125,outside,2013,460250,9111750,FALSE,2013,outside,48.314078125,FALSE,TRUE
23502,1,48.25971484375,outside,2010,460750,9111750,FALSE,2010,outside,48.25971484375,FALSE,TRUE
23503,1,48.2104765625,outside,2016,461250,9111750,FALSE,2016,outside,48.2104765625,FALSE,TRUE
23505,1,48.12743359375,outside,2021,462250,9111750,FALSE,2021,outside,48.12743359375,FALSE,TRUE
23509,1,48.02343359375,outside,2018,464250,9111750,FALSE,2018,outside,48.02343359375,FALSE,TRUE
23510,1,48.0104140625,outside,2014,464750,9111750,FALSE,2014,outside,48.0104140625,FALSE,TRUE
23511,1,48.00260546875,outside,2013,465250,9111750,FALSE,2013,outside,48.00260546875,FALSE,TRUE
23512,1,48,outside,2013,465750,9111750,FALSE,2013,outside,48,FALSE,TRUE
23513,1,48,outside,2016,466250,9111750,FALSE,2016,outside,48,FALSE,TRUE
23515,1,48.00260546875,outside,2006,467250,9111750,FALSE,2006,outside,48.00260546875,FALSE,TRUE
23516,1,48.0104140625,outside,2019,467750,9111750,FALSE,2019,outside,48.0104140625,FALSE,TRUE
23517,1,48.02343359375,outside,2005,468250,9111750,FALSE,2005,outside,48.02343359375,FALSE,TRUE
23518,1,48.0416484375,outside,2019,468750,9111750,FALSE,2019,outside,48.0416484375,FALSE,TRUE
23519,1,48.06505859375,outside,2005,469250,9111750,FALSE,2005,outside,48.06505859375,FALSE,TRUE
23523,1,48.2104765625,outside,2016,471250,9111750,FALSE,2016,outside,48.2104765625,FALSE,TRUE
23525,1,48.314078125,outside,2006,472250,9111750,FALSE,2006,outside,48.314078125,FALSE,TRUE
23527,1,48.43810546875,outside,2004,473250,9111750,FALSE,2004,outside,48.43810546875,FALSE,TRUE
23602,1,46.5026875,outside,2015,510750,9111750,FALSE,2015,outside,46.5026875,FALSE,TRUE
23616,1,47.10095703125,outside,2018,517750,9111750,FALSE,2018,outside,47.10095703125,FALSE,TRUE
23817,1,72.7272265625,outside,2021,394750,9111250,FALSE,2021,outside,72.7272265625,FALSE,TRUE
23914,1,47.51841796875,outside,2015,443250,9111250,FALSE,2015,outside,47.51841796875,FALSE,TRUE
23922,1,47.0956484375,outside,2004,447250,9111250,FALSE,2004,outside,47.0956484375,FALSE,TRUE
23925,1,47.0239296875,outside,2005,448750,9111250,FALSE,2005,outside,47.0239296875,FALSE,TRUE
23926,1,47.01063671875,outside,2016,449250,9111250,FALSE,2016,outside,47.01063671875,FALSE,TRUE
23941,1,47.32071484375,outside,2003,456750,9111250,FALSE,2003,outside,47.32071484375,FALSE,TRUE
23942,1,47.3814296875,outside,2017,457250,9111250,FALSE,2017,outside,47.3814296875,FALSE,TRUE
23948,1,47.817359375,outside,2015,460250,9111250,FALSE,2015,outside,47.817359375,FALSE,TRUE
23949,1,47.76243359375,outside,2017,460750,9111250,FALSE,2017,outside,47.76243359375,FALSE,TRUE
23950,1,47.71268359375,outside,2021,461250,9111250,FALSE,2021,outside,47.71268359375,FALSE,TRUE
23952,1,47.6287734375,outside,2017,462250,9111250,FALSE,2017,outside,47.6287734375,FALSE,TRUE
23956,1,47.5236796875,outside,2004,464250,9111250,FALSE,2004,outside,47.5236796875,FALSE,TRUE
23960,1,47.5,outside,2010,466250,9111250,FALSE,2010,outside,47.5,FALSE,TRUE
23962,1,47.5026328125,outside,2016,467250,9111250,FALSE,2016,outside,47.5026328125,FALSE,TRUE
23963,1,47.5105234375,outside,2014,467750,9111250,FALSE,2014,outside,47.5105234375,FALSE,TRUE
23966,1,47.5657421875,outside,2004,469250,9111250,FALSE,2004,outside,47.5657421875,FALSE,TRUE
23969,1,47.668125,outside,2022,470750,9111250,FALSE,2022,outside,47.668125,FALSE,TRUE
23971,1,47.76243359375,outside,2015,471750,9111250,FALSE,2015,outside,47.76243359375,FALSE,TRUE
23985,1,48.99234765625,outside,2010,478750,9111250,FALSE,2010,outside,48.99234765625,FALSE,TRUE
24049,1,46.00271875,outside,2013,510750,9111250,FALSE,2013,outside,46.00271875,FALSE,TRUE
24051,1,46.02444921875,outside,2008,511750,9111250,FALSE,2008,outside,46.02444921875,FALSE,TRUE
24052,1,46.04345703125,outside,2006,512250,9111250,FALSE,2006,outside,46.04345703125,FALSE,TRUE
24056,1,46.1735859375,outside,2009,514250,9111250,FALSE,2009,outside,46.1735859375,FALSE,TRUE
24060,1,46.38965234375,outside,2001,516250,9111250,FALSE,2001,outside,46.38965234375,FALSE,TRUE
24061,1,46.45696875,outside,2017,516750,9111250,FALSE,2017,outside,46.45696875,FALSE,TRUE
24358,1,47.2705,outside,2017,441750,9110750,FALSE,2017,outside,47.2705,FALSE,TRUE
24367,1,46.6717265625,outside,2007,446250,9110750,FALSE,2007,outside,46.6717265625,FALSE,TRUE
24374,1,46.5026875,outside,2016,449750,9110750,FALSE,2016,outside,46.5026875,FALSE,TRUE
24375,1,46.5,outside,2018,450250,9110750,FALSE,2018,outside,46.5,FALSE,TRUE
24388,1,46.824140625,outside,2019,456750,9110750,FALSE,2019,outside,46.824140625,FALSE,TRUE
24392,1,47.10095703125,outside,2018,458750,9110750,FALSE,2018,outside,47.10095703125,FALSE,TRUE
24396,1,47.2652109375,outside,2021,460750,9110750,FALSE,2021,outside,47.2652109375,FALSE,TRUE
24399,1,47.130140625,outside,2017,462250,9110750,FALSE,2017,outside,47.130140625,FALSE,TRUE
24403,1,47.0239296875,outside,2017,464250,9110750,FALSE,2017,outside,47.0239296875,FALSE,TRUE
24408,1,47,outside,2013,466750,9110750,FALSE,2013,outside,47,FALSE,TRUE
24409,1,47.00266015625,outside,2014,467250,9110750,FALSE,2014,outside,47.00266015625,FALSE,TRUE
24410,1,47.01063671875,outside,2006,467750,9110750,FALSE,2006,outside,47.01063671875,FALSE,TRUE
24411,1,47.0239296875,outside,2004,468250,9110750,FALSE,2004,outside,47.0239296875,FALSE,TRUE
24412,1,47.04253515625,outside,2016,468750,9110750,FALSE,2016,outside,47.04253515625,FALSE,TRUE
24413,1,47.06644140625,outside,2018,469250,9110750,FALSE,2018,outside,47.06644140625,FALSE,TRUE
24414,1,47.0956484375,outside,2004,469750,9110750,FALSE,2004,outside,47.0956484375,FALSE,TRUE
24496,1,45.50274609375,outside,2010,510750,9110750,FALSE,2010,outside,45.50274609375,FALSE,TRUE
24498,1,45.52471875,outside,2009,511750,9110750,FALSE,2009,outside,45.52471875,FALSE,TRUE
24499,1,45.54393359375,outside,2004,512250,9110750,FALSE,2004,outside,45.54393359375,FALSE,TRUE
24515,1,46.58594140625,outside,2022,520250,9110750,FALSE,2022,outside,46.58594140625,FALSE,TRUE
24814,1,46.1735859375,outside,2016,446250,9110250,FALSE,2016,outside,46.1735859375,FALSE,TRUE
24817,1,46.0678828125,outside,2014,447750,9110250,FALSE,2014,outside,46.0678828125,FALSE,TRUE
24818,1,46.04345703125,outside,2004,448250,9110250,FALSE,2004,outside,46.04345703125,FALSE,TRUE
24819,1,46.02444921875,outside,2004,448750,9110250,FALSE,2004,outside,46.02444921875,FALSE,TRUE
24821,1,46.00271875,outside,2004,449750,9110250,FALSE,2004,outside,46.00271875,FALSE,TRUE
24844,1,46.717234375,outside,2018,461250,9110250,FALSE,2018,outside,46.717234375,FALSE,TRUE
24846,1,46.63153515625,outside,2016,462250,9110250,FALSE,2016,outside,46.63153515625,FALSE,TRUE
24847,1,46.596671875,outside,2021,462750,9110250,FALSE,2021,outside,46.596671875,FALSE,TRUE
24848,1,46.56715625,outside,2016,463250,9110250,FALSE,2016,outside,46.56715625,FALSE,TRUE
24849,1,46.5429921875,outside,2016,463750,9110250,FALSE,2016,outside,46.5429921875,FALSE,TRUE
24850,1,46.5241875,outside,2017,464250,9110250,FALSE,2017,outside,46.5241875,FALSE,TRUE
24852,1,46.5026875,outside,2015,465250,9110250,FALSE,2015,outside,46.5026875,FALSE,TRUE
24855,1,46.5,outside,2014,466750,9110250,FALSE,2014,outside,46.5,FALSE,TRUE
24857,1,46.51075,outside,2008,467750,9110250,FALSE,2008,outside,46.51075,FALSE,TRUE
24858,1,46.5241875,outside,2011,468250,9110250,FALSE,2011,outside,46.5241875,FALSE,TRUE
24859,1,46.5429921875,outside,2017,468750,9110250,FALSE,2017,outside,46.5429921875,FALSE,TRUE
24860,1,46.56715625,outside,2020,469250,9110250,FALSE,2020,outside,46.56715625,FALSE,TRUE
24864,1,46.717234375,outside,2015,471250,9110250,FALSE,2015,outside,46.717234375,FALSE,TRUE
24865,1,46.76804296875,outside,2003,471750,9110250,FALSE,2003,outside,46.76804296875,FALSE,TRUE
24870,1,47.10095703125,outside,2014,474250,9110250,FALSE,2014,outside,47.10095703125,FALSE,TRUE
24872,1,47.2705,outside,2014,475250,9110250,FALSE,2014,outside,47.2705,FALSE,TRUE
24878,1,47.9009375,outside,2019,478250,9110250,FALSE,2019,outside,47.9009375,FALSE,TRUE
24942,1,45,outside,2009,510250,9110250,FALSE,2009,outside,45,FALSE,TRUE
24945,1,45.0249921875,outside,2013,511750,9110250,FALSE,2013,outside,45.0249921875,FALSE,TRUE
24946,1,45.044421875,outside,2009,512250,9110250,FALSE,2009,outside,45.044421875,FALSE,TRUE
24956,1,45.54119140625,outside,2021,517250,9110250,FALSE,2021,outside,45.54119140625,FALSE,TRUE
24957,1,45.62071875,outside,2020,517750,9110250,FALSE,2020,outside,45.62071875,FALSE,TRUE
24958,1,45.705578125,outside,2012,518250,9110250,FALSE,2012,outside,45.705578125,FALSE,TRUE
24959,1,45.7957421875,outside,2022,518750,9110250,FALSE,2022,outside,45.7957421875,FALSE,TRUE
25258,1,45.8312109375,outside,2018,444750,9109750,FALSE,2018,outside,45.8312109375,FALSE,TRUE
25262,1,45.63441796875,outside,2021,446750,9109750,FALSE,2021,outside,45.63441796875,FALSE,TRUE
25263,1,45.59879296875,outside,2011,447250,9109750,FALSE,2011,outside,45.59879296875,FALSE,TRUE
25264,1,45.56862890625,outside,2014,447750,9109750,FALSE,2014,outside,45.56862890625,FALSE,TRUE
25265,1,45.54393359375,outside,2014,448250,9109750,FALSE,2014,outside,45.54393359375,FALSE,TRUE
25266,1,45.52471875,outside,2005,448750,9109750,FALSE,2005,outside,45.52471875,FALSE,TRUE
25269,1,45.5,outside,2008,450250,9109750,FALSE,2008,outside,45.5,FALSE,TRUE
25291,1,46.2195859375,outside,2017,461250,9109750,FALSE,2017,outside,46.2195859375,FALSE,TRUE
25292,1,46.1735859375,outside,2017,461750,9109750,FALSE,2017,outside,46.1735859375,FALSE,TRUE
25293,1,46.1329609375,outside,2014,462250,9109750,FALSE,2014,outside,46.1329609375,FALSE,TRUE
25295,1,46.0678828125,outside,2016,463250,9109750,FALSE,2016,outside,46.0678828125,FALSE,TRUE
25297,1,46.02444921875,outside,2016,464250,9109750,FALSE,2016,outside,46.02444921875,FALSE,TRUE
25299,1,46.00271875,outside,2011,465250,9109750,FALSE,2011,outside,46.00271875,FALSE,TRUE
25300,1,46,outside,2006,465750,9109750,FALSE,2006,outside,46,FALSE,TRUE
25301,1,46,outside,2014,466250,9109750,FALSE,2014,outside,46,FALSE,TRUE
25305,1,46.02444921875,outside,2005,468250,9109750,FALSE,2005,outside,46.02444921875,FALSE,TRUE
25306,1,46.04345703125,outside,2014,468750,9109750,FALSE,2014,outside,46.04345703125,FALSE,TRUE
25308,1,46.09772265625,outside,2004,469750,9109750,FALSE,2004,outside,46.09772265625,FALSE,TRUE
25316,1,46.52955859375,outside,2017,473750,9109750,FALSE,2017,outside,46.52955859375,FALSE,TRUE
25320,1,46.87216796875,outside,2013,475750,9109750,FALSE,2013,outside,46.87216796875,FALSE,TRUE
25321,1,46.970734375,outside,2009,476250,9109750,FALSE,2009,outside,46.970734375,FALSE,TRUE
